#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_212	6788	4	Y	Y	1	190	212
contig_113	6432	36	N	Y	1	338	*,113,*
contig_411	6423	4	N	N	1	*	*,411,*
contig_263	6266	57	N	N	1	*	*,263,*
contig_253	5461	19	N	Y	1	382	*,253,*
contig_713	5360	49	Y	N	2	*	713
contig_167	5090	11	N	Y	1	348	*,167,*
contig_63	4876	9	N	Y	1	162	*,63,*
contig_495	4862	28	Y	Y	1	312	495
contig_283	4853	5	N	Y	1	394	*,283
contig_397	4746	13	N	Y	1	314	*,397,*
contig_43	4715	5	N	Y	1	434	*,43,*
contig_284	4435	3	N	Y	1	394	*,284
contig_244	4399	11	N	Y	1	378	*,244,*
contig_44	4108	3	N	Y	1	434	*,44,*
contig_125	4106	11	N	Y	1	344	125,*
contig_203	3619	3	N	Y	1	448	*,203,*
contig_429	2571	11	N	Y	1	436	*,429,*
contig_239	2426	5	N	Y	1	376	*,239
contig_177	2421	3	N	Y	1	354	*,177,*
contig_171	2413	18	N	Y	1	352	*,171,*
contig_3	2014	18	N	Y	1	426	*,3,*
contig_5	2009	8	N	N	1	*	*,5,*
contig_4	1983	4	N	N	1	*	*,4,*
contig_178	1561	11	N	Y	1	354	*,178,*
contig_427	1556	3	N	Y	1	440	*,427,*
contig_2	1517	6	N	Y	1	426	*,2,*
contig_103	1433	13	N	Y	1	334	*,103,*
contig_313	1235	18	N	Y	1	412	*,313,*
contig_50	878	4	N	Y	1	322	*,50,*
contig_268	819	10	N	Y	1	388	*,268,*
contig_269	798	4	N	Y	1	388	*,269,*
contig_383	659	3	N	Y	1	420	*,383,*
contig_382	658	3	N	Y	1	420	*,382,*
contig_6	612	14	N	Y	1	426	*,6,*
contig_7	606	7	N	Y	1	426	*,7,*
contig_30	540	4	N	Y	1	320	*,30,*
