Query	Subject	Evalue	PID	Subject_Pid	Coverage	Query_coverage
DACB01000016.1_139	COG3552	6.89e-59	0.2539	0.2506	0.9873	1.029
DACB01000016.1_140	COG0714	1e-51	0.3112	0.228	0.7325	0.8516
DACB01000016.1_141	COG5423	1.16e-44	0.3833	0.4132	1.078	0.9626
DACB01000016.1_142	COG2244	1.72e-33	0.251	0.2583	1.029	0.9182
DACB01000016.1_143	COG2164	3.22e-40	0.4146	0.4048	0.9762	1.042
DACB01000016.1_145	COG0274	7.1e-96	0.5467	0.5395	0.9868	1.004
DACB01000016.1_146	COG1243	0	0.5628	0.5825	1.035	0.9963
DACB01000016.1_147	COG1994	2.72e-40	0.3478	0.3478	1	0.6516
DACB01000016.1_149	COG4014	1.63e-13	0.2924	0.3196	1.093	0.9217
DACB01000016.1_153	COG4066	7.41e-48	0.3602	0.3515	0.9758	0.8846
DACB01000016.1_154	COG1204	0	0.3413	0.3185	0.9334	1.032
DACB01000016.1_155	COG0315	1.84e-58	0.5102	0.4777	0.9363	0.9363
DACB01000016.1_156	COG0438	3.26e-53	0.3333	0.315	0.9449	1.008
DACB01000016.1_157	COG1903	5e-113	0.4786	0.4578	0.9564	0.9538
DACB01000016.1_160	COG1685	1.41e-84	0.4789	0.4892	1.022	0.966
DACB01000016.1_161	COG1605	3.8e-12	0.2755	0.2673	0.9703	0.98
DACB01000016.1_162	COG1383	7.97e-27	0.65	0.527	0.8108	0.9524
DACB01000016.1_163	COG0527	4.58e-106	0.304	0.3087	1.016	1.115
DACB01000016.1_164	COG0329	8.35e-117	0.4448	0.4448	1	1.003
DACB01000016.1_165	COG0289	4.85e-116	0.5037	0.515	1.023	1
DACB01000016.1_166	COG0136	1.91e-128	0.4124	0.4581	1.111	1.063
DACB01000016.1_169	COG0459	0	0.4757	0.4676	0.9828	0.9432
DACB01000016.1_170	COG0607	2.62e-25	0.3556	0.2909	0.8182	0.7438
DACB01000016.1_171	COG0183	6.59e-124	0.381	0.3878	1.018	1.031
DACB01000016.1_172	COG3425	6.92e-163	0.5927	0.5597	0.9443	1.011
DACB01000016.1_174	COG2050	1.32e-29	0.3307	0.2979	0.9007	0.9407
DACB01000016.1_175	COG0225	9.8e-87	0.5676	0.4828	0.8506	0.897
DACB01000016.1_176	COG0531	1.53e-57	0.3511	0.3541	1.009	1.002
DACB01000016.1_177	COG3359	2.98e-46	0.2756	0.3094	1.122	0.9873
DACB01000016.1_179	COG4828	3.63e-12	0.4239	0.3451	0.8142	0.8214
DACB01000016.1_181	COG4895	6.14e-25	0.6032	0.6032	1	0.9545
DACB01000016.1_183	COG1583	7.92e-62	0.3975	0.4042	1.017	1.008
DACB01000016.1_185	COG3649	2.69e-58	0.338	0.3428	1.014	0.9199
DACB01000016.1_187	COG1203	4.94e-37	0.2025	0.1801	0.8895	0.7771
DACB01000016.1_189	COG1468	5.55e-31	0.3636	0.3368	0.9263	1.017
DACB01000016.1_190	COG1518	4.25e-137	0.4985	0.4954	0.9939	1.009
DACB01000016.1_191	COG1343	2.31e-21	0.4146	0.382	0.9213	0.988
DACB01000016.1_193	COG2036	2.76e-23	0.5507	0.4176	0.7582	0.9857
DACB01000016.1_198	COG0574	5.48e-70	0.3742	0.1649	0.4405	0.3726
DACB01000016.1_199	COG4746	8.24e-23	0.4805	0.4625	0.9625	0.8652
DACB01000016.1_200	COG1853	3.23e-37	0.2959	0.2841	0.9602	0.8895
DACB01000016.1_201	COG0778	4.16e-30	0.3044	0.3044	1	1.218
DACB01000016.1_202	COG0016	1.58e-121	0.3734	0.4448	1.191	0.7839
DACB01000016.1_203	COG1767	6.14e-63	0.3445	0.3576	1.038	0.9967
DACB01000016.1_204	COG0113	0	0.6185	0.6091	0.9848	0.9909
DACB01000016.1_205	COG2231	5e-74	0.4565	0.4884	1.07	0.9787
DACB01000016.1_209	COG0082	0	0.5738	0.5691	0.9919	0.9919
DACB01000016.1_211	COG1235	1.12e-28	0.1852	0.1859	1.004	1.004
DACB01000016.1_212	COG4079	2.05e-79	0.3581	0.3788	1.058	0.9968
DACB01000016.1_213	COG2006	1.18e-59	0.2695	0.2594	0.9625	0.9246
DACB01000016.1_214	COG0178	0	0.678	0.6845	1.01	0.9752
DACB01000016.1_215	COG0556	0	0.6317	0.6259	0.991	1.006
DACB01000016.1_216	COG0322	0	0.472	0.4785	1.014	0.9949
DACB01000016.1_217	COG0784	8.66e-27	0.4123	0.3615	0.8769	0.2708
DACB01000016.1_218	COG0467	3.26e-45	0.2991	0.2692	0.9	0.9915
DACB01000016.1_219	COG2146	3.44e-22	0.3211	0.3302	1.028	0.9909
DACB01000016.1_220	COG1363	1.04e-153	0.5115	0.5014	0.9803	1.015
DACB01000016.1_229	COG2102	1.8e-101	0.5133	0.5202	1.013	0.9956
DACB01000016.1_230	COG1931	8.28e-39	0.4094	0.3714	0.9071	1.008
DACB01000016.1_231	COG0237	6.43e-27	0.2512	0.2537	1.01	1.122
DACB01000016.1_232	COG1701	2.15e-124	0.5837	0.5586	0.957	0.9684
DACB01000016.1_233	COG4025	6.42e-43	0.2411	0.2394	0.993	0.9495
DACB01000016.1_236	COG0504	0	0.6236	0.6248	1.002	0.9944
DACB01000016.1_237	COG3635	2.33e-165	0.4251	0.424	0.9975	1.015
DACB01000016.1_238	COG0460	4.42e-127	0.4353	0.4444	1.021	1.006
DACB01000016.1_239	COG2061	1.85e-36	0.3963	0.3824	0.9647	1.006
DACB01000016.1_241	COG0367	2.82e-113	0.3255	0.3081	0.9465	1.038
DACB01000016.1_242	COG2036	6.74e-22	0.5217	0.3956	0.7582	0.9857
DACB01000016.1_243	COG2522	1.06e-26	0.2759	0.2689	0.9748	0.9134
DACB01000016.1_244	COG1045	1.91e-95	0.5677	0.5619	0.9897	0.8
DACB01000016.1_245	COG0031	2.28e-141	0.6013	0.6033	1.003	0.9149
DACB01000016.1_247	COG2020	2.74e-23	0.2763	0.2246	0.8128	0.7415
DACB01000016.1_248	COG1878	3.56e-41	0.3274	0.3394	1.037	1.004
DACB01000016.1_249	COG1433	5.17e-16	0.3426	0.3058	0.8926	0.931
DACB01000016.1_250	COG1168	0	0.4559	0.4665	1.023	0.9975
DACB01000016.1_251	COG0778	2.34e-14	0.2353	0.2126	0.9034	0.7421
DACB01000016.1_252	COG0415	9.47e-85	0.2304	0.2169	0.9414	0.9476
DACB01000016.1_253	COG3576	1.07e-29	0.3143	0.2543	0.8092	1.077
DACB01000016.1_256	COG1148	0	0.4891	0.5032	1.029	0.8081
DACB01000016.1_257	COG2048	3.25e-81	0.3508	0.3652	1.041	0.9591
DACB01000016.1_258	COG1150	9.74e-27	0.2234	0.2154	0.9641	0.9082
DACB01000016.1_259	COG0476	4.11e-84	0.4367	0.4213	0.9646	0.727
DACB01000016.1_260	COG2303	5.27e-27	0.1975	0.2048	1.037	1.201
DACB01000016.1_261	COG0215	0	0.5032	0.5043	1.002	1.011
DACB01000016.1_262	COG1104	0	0.5948	0.5933	0.9974	0.9923
DACB01000016.1_263	COG0822	1.09e-50	0.5252	0.4867	0.9267	1.112
DACB01000016.1_265	COG1453	1.57e-161	0.4766	0.468	0.9821	0.9821
DACB01000016.1_266	COG0214	0	0.7466	0.7365	0.9865	0.9966
DACB01000016.1_267	COG2258	1.44e-24	0.2802	0.2095	0.7476	1.061
DACB01000016.1_268	COG0301	5.23e-138	0.3984	0.3995	1.003	0.9922
DACB01000016.1_269	COG2905	6.1e-11	0.2857	0.05902	0.2066	0.5943
DACB01000016.1_270	COG4231	2.81e-14	0.3836	0.04375	0.1141	0.2852
DACB01000016.1_271	COG0524	3.68e-64	0.3129	0.3119	0.9968	0.981
DACB01000016.1_272	COG2037	1.12e-150	0.4915	0.4849	0.9865	0.967
DACB01000016.1_273	COG4030	1.46e-87	0.3363	0.3619	1.076	0.9912
DACB01000016.1_274	COG1142	1.71e-13	0.3579	0.2061	0.5758	0.2184
DACB01000016.1_275	COG1143	2.69e-16	0.3784	0.1628	0.4302	0.2151
DACB01000016.1_276	COG3261	8.75e-166	0.4297	0.4162	0.9686	0.9737
DACB01000016.1_277	COG3260	2.97e-70	0.5454	0.4865	0.8919	0.8
DACB01000016.1_278	COG4084	3.06e-28	0.3306	0.2963	0.8963	0.6335
DACB01000016.1_279	COG4035	2.09e-17	0.4348	0.3704	0.8519	0.8519
DACB01000016.1_281	COG0650	8.06e-54	0.3278	0.3204	0.9773	1.049
DACB01000016.1_283	COG4078	2e-86	0.5909	0.5882	0.9955	0.9735
DACB01000016.1_284	COG4036	4.61e-66	0.5311	0.4955	0.933	0.9207
DACB01000016.1_285	COG4037	2.32e-72	0.4937	0.4785	0.9693	0.9814
DACB01000016.1_286	COG4038	5.12e-24	0.4471	0.4368	0.977	0.977
DACB01000016.1_287	COG4039	4.22e-11	0.425	0.1977	0.4651	0.4082
DACB01000016.1_288	COG4040	3.41e-19	0.4578	0.4471	0.9765	0.9881
DACB01000016.1_289	COG4041	6.06e-77	0.6908	0.614	0.8889	0.9048
DACB01000016.1_291	COG4743	2.56e-42	0.4257	0.1994	0.4684	1.042
DACB01000016.1_292	COG2244	9.27e-42	0.2338	0.2333	0.9979	1.004
DACB01000016.1_293	COG0463	1.86e-13	0.2089	0.2096	1.003	1.028
DACB01000016.1_294	COG1216	8.96e-61	0.2849	0.3213	1.128	1.03
DACB01000016.1_295	COG0438	6.78e-27	0.2222	0.2415	1.087	1.032
DACB01000016.1_296	COG1216	4.97e-52	0.2778	0.2951	1.062	0.9364
DACB01000016.1_297	COG1216	1.67e-48	0.2889	0.2984	1.033	0.9783
DACB01000016.1_298	COG0438	5.96e-44	0.2615	0.2546	0.9738	0.9183
DACB01000016.1_299	COG4906	2.2e-71	0.3101	0.3204	1.033	1.017
DACB01000016.1_300	COG0438	1.88e-67	0.3247	0.3281	1.01	1.019
DACB01000016.1_301	COG0438	5.05e-50	0.2622	0.2677	1.021	1.024
DACB01000016.1_302	COG0463	2.67e-28	0.2526	0.2543	1.007	0.7793
DACB01000016.1_303	COG1210	2.11e-155	0.5368	0.5258	0.9794	1.011
DACB01000016.1_304	COG1209	1.01e-132	0.4515	0.472	1.045	0.8399
DACB01000016.1_305	COG1091	2.39e-90	0.3754	0.3808	1.014	0.9896
DACB01000016.1_306	COG1898	4.69e-38	0.2848	0.2486	0.8728	0.9679
DACB01000016.1_307	COG1088	1.12e-178	0.5545	0.5235	0.9441	1.029
DACB01000016.1_308	COG1872	1.92e-24	0.35	0.3431	0.9804	1
DACB01000016.1_309	COG2090	9.29e-56	0.4632	0.4468	0.9645	0.9927
DACB01000016.1_310	COG1833	4.19e-39	0.4296	0.4394	1.023	0.906
DACB01000016.1_311	COG1348	4.57e-147	0.5963	0.5791	0.9712	1.015
DACB01000016.1_312	COG2524	1.04e-18	0.2987	0.1565	0.5238	0.9686
DACB01000016.1_313	COG0826	1.99e-129	0.4347	0.4409	1.014	0.8627
DACB01000016.1_314	COG0034	0	0.5375	0.534	0.9936	1.004
DACB01000016.1_315	COG4026	8.42e-79	0.4103	0.4103	1	0.9764
DACB01000016.1_316	COG2126	1.81e-22	0.7541	0.7541	1	0.9839
DACB01000016.1_317	COG1958	1.11e-24	0.5063	0.5063	1	0.9753
DACB01000016.1_318	COG2016	5.36e-57	0.4873	0.4783	0.9814	0.9753
DACB01000016.1_319	COG1402	2.29e-31	0.2292	0.22	0.96	1.004
DACB01000016.1_320	COG1704	4.43e-16	0.2953	0.3081	1.043	1.01
DACB01000016.1_321	COG1202	0	0.4671	0.4783	1.024	1.012
DACB01000016.1_322	COG0318	0	0.3659	0.3783	1.034	0.9982
DACB01000016.1_323	COG0824	2.82e-35	0.2824	0.2701	0.9562	0.8851
DACB01000016.1_326	COG0449	0	0.4876	0.4958	1.017	1.024
DACB01000016.1_327	COG0152	8.3e-102	0.4793	0.4696	0.9798	0.968
DACB01000016.1_328	COG1828	1.88e-24	0.4268	0.4217	0.988	0.9762
DACB01000016.1_329	COG0047	7.61e-116	0.5022	0.4935	0.9827	1.046
DACB01000016.1_330	COG0007	9.64e-113	0.542	0.5287	0.9754	1.013
DACB01000016.1_331	COG1587	2.1e-52	0.2874	0.2944	1.024	0.9732
DACB01000016.1_332	COG1400	6.5e-28	0.4444	0.4301	0.9677	0.989
DACB01000016.1_333	COG0608	3.74e-57	0.227	0.2159	0.9511	0.9979
DACB01000016.1_334	COG1497	1.75e-89	0.4508	0.4577	1.015	1
DACB01000016.1_335	COG1829	5.11e-87	0.4228	0.4452	1.053	1
DACB01000016.1_336	COG1387	9.23e-47	0.3333	0.3038	0.9114	0.9686
DACB01000016.1_338	COG1985	3.84e-81	0.4682	0.4725	1.009	1
DACB01000016.1_339	COG0599	8.81e-27	0.4074	0.3548	0.871	0.8504
DACB01000016.1_340	COG0084	1.37e-91	0.393	0.3945	1.004	1
DACB01000007.1_1	COG0037	5.83e-65	0.318	0.302	0.9497	0.9659
DACB01000007.1_2	COG0011	2.02e-31	0.48	0.48	1	0.9901
DACB01000007.1_3	COG0399	1.35e-175	0.496	0.492	0.992	1.005
DACB01000007.1_4	COG1867	3.27e-164	0.4818	0.4868	1.011	1.003
DACB01000007.1_8	COG0069	1.34e-160	0.395	0.3567	0.9031	0.7053
DACB01000007.1_9	COG0070	3.68e-40	0.2757	0.2226	0.8073	1.152
DACB01000007.1_12	COG1522	3.22e-34	0.3264	0.3052	0.9351	0.878
DACB01000007.1_13	COG1060	1.55e-85	0.2775	0.273	0.9838	1.008
DACB01000007.1_14	COG4077	2.5e-41	0.4189	0.3974	0.9487	1.014
DACB01000007.1_15	COG1469	9.18e-118	0.4365	0.4637	1.062	0.9654
DACB01000007.1_16	COG4024	1.27e-35	0.2601	0.2661	1.023	0.9824
DACB01000007.1_17	COG0123	1.31e-111	0.4152	0.4029	0.9706	0.951
DACB01000007.1_18	COG2520	1.22e-93	0.5	0.3666	0.7331	1.029
DACB01000007.1_19	COG1905	1.21e-57	0.4014	0.3563	0.8875	0.9404
DACB01000007.1_20	COG0638	1.25e-75	0.505	0.4237	0.839	0.9519
DACB01000007.1_21	COG1782	0	0.6598	0.6546	0.9922	0.9953
DACB01000007.1_22	COG0150	3.51e-143	0.4706	0.4638	0.9855	0.9942
DACB01000007.1_23	COG2055	3.68e-135	0.4162	0.4126	0.9914	1.015
DACB01000007.1_24	COG1759	0	0.5983	0.5983	1	0.9918
DACB01000007.1_25	COG4032	1.05e-78	0.5092	0.4826	0.9477	0.9939
DACB01000007.1_26	COG0028	4.15e-25	0.2552	0.08909	0.3491	1.061
DACB01000007.1_27	COG0140	1.19e-25	0.3978	0.4022	1.011	0.9588
DACB01000007.1_28	COG0517	2.35e-23	0.3932	0.3932	1	0.4382
DACB01000007.1_29	COG0064	0	0.4549	0.4493	0.9876	1.055
DACB01000007.1_30	COG0502	1.21e-62	0.2546	0.2478	0.9731	0.979
DACB01000007.1_33	COG1591	3.38e-52	0.4889	0.4818	0.9854	0.9643
DACB01000007.1_34	COG0543	4.58e-57	0.304	0.3016	0.9921	0.9434
DACB01000007.1_35	COG0167	3.54e-115	0.4263	0.429	1.006	1.033
DACB01000007.1_36	COG1498	2.04e-102	0.3945	0.3646	0.9241	0.9102
DACB01000007.1_38	COG1889	1.54e-116	0.5907	0.5498	0.9307	0.9513
DACB01000007.1_39	COG0452	1.78e-113	0.401	0.4031	1.005	1.023
DACB01000007.1_40	COG0195	5.34e-25	0.2248	0.2	0.8895	1.018
DACB01000007.1_43	COG0077	3.58e-118	0.491	0.4875	0.9928	1.007
DACB01000007.1_44	COG1423	1.07e-149	0.4814	0.4738	0.9843	0.9921
DACB01000007.1_45	COG0517	1.31e-22	0.3672	0.4017	1.094	0.4672
DACB01000007.1_46	COG0517	8.17e-20	0.3276	0.3248	0.9915	0.4143
DACB01000007.1_47	COG0517	4.06e-19	0.384	0.4103	1.068	0.4006
DACB01000007.1_48	COG0517	9.44e-18	0.3259	0.3761	1.154	0.4909
DACB01000007.1_49	COG0517	4.38e-25	0.4118	0.4188	1.017	0.6467
DACB01000007.1_50	COG0602	3.01e-49	0.3292	0.3726	1.132	1.026
DACB01000007.1_51	COG0720	1.31e-29	0.3496	0.3386	0.9685	0.7736
DACB01000007.1_52	COG2029	4.48e-63	0.4467	0.4656	1.042	1.005
DACB01000007.1_53	COG1665	4.19e-111	0.4458	0.4825	1.083	0.9942
DACB01000007.1_54	COG0460	2.62e-132	0.4708	0.4595	0.976	0.7593
DACB01000007.1_55	COG1917	2.2e-15	0.3068	0.2061	0.6718	0.8148
DACB01000007.1_58	COG1707	1.99e-85	0.6193	0.6193	1	0.9909
DACB01000007.1_59	COG2140	4.24e-38	0.2897	0.2967	1.024	0.8526
DACB01000007.1_60	COG1309	4.07e-19	0.2151	0.1841	0.8557	0.7963
DACB01000007.1_61	COG0655	2.98e-32	0.3623	0.2415	0.6667	0.5227
DACB01000007.1_62	COG2327	3.24e-15	0.2188	0.2364	1.081	1
DACB01000007.1_63	COG1022	1.22e-105	0.3243	0.292	0.9005	0.5942
DACB01000007.1_65	COG2303	6.17e-31	0.2059	0.2066	1.004	1.262
DACB01000007.1_66	COG4891	5.42e-22	0.3556	0.3441	0.9677	0.596
DACB01000007.1_68	COG0650	3.82e-52	0.3063	0.3301	1.078	1
DACB01000007.1_69	COG3261	7.38e-161	0.446	0.4319	0.9686	0.9686
DACB01000007.1_70	COG3260	1.69e-69	0.5286	0.5	0.9459	0.9396
DACB01000007.1_71	COG1143	4.07e-31	0.2987	0.2674	0.8953	0.9506
DACB01000007.1_74	COG2111	3.05e-12	0.3022	0.2593	0.858	0.8528
DACB01000007.1_77	COG0651	2.36e-47	0.2812	0.2817	1.002	1.01
DACB01000007.1_78	COG1006	1.26e-26	0.4068	0.4174	1.026	0.9516
DACB01000007.1_79	COG1563	2.15e-15	0.4487	0.4023	0.8966	0.963
DACB01000007.1_80	COG1320	6.84e-11	0.3044	0.2478	0.8142	0.9583
DACB01000007.1_82	COG1863	1.09e-26	0.3636	0.2532	0.6962	1.058
DACB01000007.1_84	COG3608	2.4e-37	0.2767	0.1722	0.6224	0.8512
DACB01000007.1_85	COG0137	0	0.5681	0.5484	0.9653	0.9873
DACB01000007.1_86	COG5015	1.82e-21	0.3508	0.3561	1.015	0.9371
DACB01000007.1_87	COG0063	1.92e-97	0.4425	0.4472	1.011	0.5845
DACB01000007.1_88	COG2037	8.95e-162	0.6367	0.6431	1.01	1.003
DACB01000007.1_89	COG3576	2.21e-25	0.3172	0.2659	0.8382	1.098
DACB01000007.1_90	COG0392	2.69e-25	0.253	0.2609	1.031	0.9822
DACB01000007.1_92	COG0622	4.12e-39	0.3455	0.3314	0.9593	1.051
DACB01000007.1_93	COG0330	1.15e-46	0.445	0.2921	0.6564	0.7235
DACB01000007.1_94	COG0491	2.48e-30	0.3249	0.254	0.7817	0.961
DACB01000007.1_96	COG1413	1.31e-26	0.3733	0.2507	0.6716	0.9494
DACB01000007.1_97	COG2513	1.79e-59	0.3383	0.3114	0.9204	1.019
DACB01000007.1_100	COG0716	9.3e-14	0.253	0.2781	1.099	1.018
DACB01000007.1_101	COG0716	1.04e-18	0.242	0.2517	1.04	1.033
DACB01000007.1_108	COG0596	3.89e-22	0.1863	0.1738	0.9326	1.004
DACB01000007.1_109	COG0456	1.49e-12	0.235	0.2429	1.034	0.9015
DACB01000007.1_110	COG0417	1.89e-153	0.3735	0.2816	0.7538	1
DACB01000007.1_112	COG1600	4.97e-32	0.2663	0.1573	0.5905	0.8504
DACB01000007.1_115	COG0778	6.98e-34	0.3122	0.3092	0.9903	1.206
DACB01000007.1_116	COG1733	1.11e-45	0.5	0.425	0.85	0.9714
DACB01000007.1_117	COG1691	1.08e-115	0.5397	0.5354	0.9921	0.9921
DACB01000007.1_118	COG0068	0	0.4596	0.4707	1.024	0.9961
DACB01000007.1_119	COG1777	1.13e-27	0.3423	0.235	0.6866	0.903
DACB01000007.1_120	COG0576	9.86e-40	0.3497	0.3316	0.9482	0.9839
DACB01000007.1_121	COG0443	0	0.5607	0.5665	1.01	0.936
DACB01000007.1_122	COG0484	5.4e-165	0.5311	0.5526	1.04	0.9974
DACB01000007.1_128	COG0024	1.57e-68	0.2965	0.3686	1.243	1.019
DACB01000007.1_129	COG1035	8.06e-115	0.4824	0.4126	0.8554	0.9627
DACB01000007.1_130	COG1941	2.47e-77	0.3992	0.4008	1.004	0.9018
DACB01000007.1_131	COG0680	7.53e-41	0.3526	0.3437	0.975	0.9936
DACB01000007.1_132	COG3259	3.63e-146	0.3761	0.3787	1.007	1.094
DACB01000007.1_133	COG1938	1.63e-80	0.4298	0.4016	0.9344	0.958
DACB01000007.1_135	COG1379	0	0.5655	0.536	0.9479	0.9922
DACB01000007.1_136	COG2047	8.06e-120	0.5444	0.5465	1.004	1.004
DACB01000007.1_137	COG2260	4.06e-20	0.537	0.4915	0.9153	0.9153
DACB01000007.1_138	COG1093	2.36e-119	0.5454	0.5353	0.9814	1.015
DACB01000007.1_139	COG2051	3.17e-28	0.5714	0.4776	0.8358	0.9032
DACB01000007.1_140	COG1631	4.03e-36	0.5851	0.5851	1	1
DACB01000007.1_141	COG1711	1.58e-11	0.2263	0.1928	0.852	0.5655
DACB01000007.1_142	COG0592	5.93e-31	0.2547	0.1868	0.7335	1.09
DACB01000007.1_144	COG1594	1.45e-33	0.4732	0.469	0.9912	1.067
DACB01000007.1_145	COG1051	4.73e-28	0.396	0.2759	0.6966	1.02
DACB01000007.1_146	COG1628	4.05e-63	0.4516	0.4541	1.005	0.9163
DACB01000007.1_147	COG1761	2.16e-21	0.4535	0.3939	0.8687	0.8515
DACB01000007.1_148	COG1096	3.86e-65	0.4468	0.4468	1	0.9895
DACB01000007.1_149	COG1736	9.93e-130	0.4667	0.4438	0.951	1
DACB01000007.1_150	COG0503	4.29e-45	0.3389	0.3408	1.006	0.9524
DACB01000007.1_151	COG0541	0	0.4731	0.4678	0.9889	1.002
DACB01000007.1_153	COG1258	9.81e-135	0.4492	0.4774	1.063	0.9906
DACB01000007.1_154	COG2139	5.01e-39	0.617	0.5918	0.9592	0.9691
DACB01000007.1_155	COG1460	7.04e-23	0.4513	0.4474	0.9912	0.9741
DACB01000007.1_156	COG1491	1.16e-88	0.579	0.5446	0.9406	0.9845
DACB01000007.1_157	COG0030	6.5e-86	0.3939	0.4015	1.019	0.9429
DACB01000007.1_160	COG2890	1.97e-47	0.3263	0.2214	0.6786	0.9596
DACB01000007.1_161	COG1914	7.33e-61	0.2951	0.2909	0.9856	0.9785
DACB01000007.1_162	COG2239	1.98e-67	0.435	0.2373	0.5455	0.5971
DACB01000007.1_163	COG1522	3.94e-32	0.3357	0.3117	0.9286	0.947
DACB01000007.1_167	COG1545	4.43e-45	0.4419	0.4071	0.9214	0.9699
DACB01000007.1_168	COG2138	3.84e-33	0.3072	0.1918	0.6245	0.9503
DACB01000007.1_169	COG0611	1.31e-93	0.3965	0.4227	1.066	0.9769
DACB01000007.1_170	COG1180	1.74e-107	0.4259	0.4308	1.012	0.7827
DACB01000007.1_171	COG0043	8.74e-155	0.3472	0.3333	0.9602	1.053
DACB01000007.1_172	COG0041	3.51e-62	0.4534	0.4506	0.9938	0.4792
DACB01000007.1_173	COG0463	1.29e-21	0.1959	0.1993	1.017	0.5202
DACB01000007.1_174	COG1571	2.47e-71	0.2673	0.2019	0.7553	1.016
DACB01000007.1_175	COG0054	8.29e-51	0.3357	0.3092	0.9211	1.037
DACB01000007.1_177	COG0520	7.35e-150	0.4374	0.4395	1.005	1.018
DACB01000007.1_178	COG0473	3.49e-160	0.5407	0.5345	0.9885	1.046
DACB01000007.1_179	COG0066	7.24e-58	0.4326	0.4031	0.9319	1.053
DACB01000007.1_180	COG0065	0	0.5107	0.5083	0.9953	1.007
DACB01000007.1_181	COG1846	2.17e-14	0.2258	0.2222	0.9841	0.8857
DACB01000007.1_182	COG1599	8.5e-25	0.2391	0.2162	0.9042	0.4646
DACB01000007.1_183	COG0468	4.3e-104	0.3082	0.3082	1	0.8942
DACB01000007.1_184	COG1148	0	0.6209	0.6399	1.031	0.9697
DACB01000007.1_185	COG0112	0	0.4102	0.4092	0.9976	0.974
DACB01000007.1_186	COG1036	2.68e-68	0.3698	0.4706	1.273	1.008
DACB01000007.1_188	COG1430	1.66e-24	0.3726	0.3016	0.8095	0.8095
DACB01000007.1_189	COG1812	0	0.598	0.6025	1.008	1
DACB01000007.1_190	COG0060	0	0.4309	0.4577	1.062	0.9411
DACB01000007.1_191	COG0046	0	0.4641	0.4616	0.9946	1.011
DACB01000007.1_192	COG0170	2.08e-21	0.299	0.2824	0.9444	1.085
DACB01000007.1_193	COG1668	1.68e-26	0.2049	0.2039	0.9951	1.071
DACB01000007.1_194	COG1136	1.68e-109	0.5591	0.5442	0.9735	0.991
DACB01000007.1_195	COG4591	1.08e-33	0.2379	0.2402	1.01	1.141
DACB01000007.1_196	COG1668	1.34e-19	0.2159	0.2138	0.9902	0.9853
DACB01000007.1_197	COG1131	6.89e-106	0.4139	0.4266	1.031	1
DACB01000007.1_198	COG1408	5.26e-40	0.2915	0.2782	0.9542	0.941
DACB01000007.1_199	COG0303	1.43e-146	0.4191	0.4233	1.01	1.007
DACB01000007.1_200	COG0750	1.43e-16	0.1895	0.192	1.013	0.9819
DACB01000007.1_202	COG0446	3.8e-83	0.3225	0.3349	1.039	0.8868
DACB01000007.1_203	COG1719	9.6e-27	0.2893	0.2911	1.006	0.5679
DACB01000007.1_204	COG2243	1.91e-74	0.4008	0.406	1.013	1.004
DACB01000007.1_205	COG1199	1.32e-62	0.206	0.2003	0.9725	1.098
DACB01000007.1_206	COG1112	9.92e-40	0.2439	0.1421	0.5828	0.2535
DACB01000007.1_208	COG0607	6.93e-22	0.3119	0.3091	0.9909	1
DACB01000007.1_209	COG2818	5.37e-86	0.5342	0.4574	0.8564	0.9817
DACB01000007.1_211	COG0122	9.63e-55	0.2491	0.2386	0.9579	0.8323
DACB01000007.1_216	COG0652	3.47e-63	0.5214	0.462	0.8861	0.9859
DACB01000007.1_217	COG4992	0	0.5516	0.5421	0.9827	1.01
DACB01000007.1_218	COG0019	4.75e-163	0.4596	0.4619	1.005	0.9231
DACB01000007.1_219	COG0253	2.74e-111	0.4225	0.4412	1.044	0.9759
DACB01000007.1_220	COG3189	3.22e-53	0.5766	0.547	0.9487	0.9569
DACB01000007.1_221	COG0380	1.47e-141	0.3247	0.3333	1.027	1
DACB01000007.1_222	COG1109	5.94e-98	0.2998	0.2888	0.9634	1.028
DACB01000007.1_223	COG1208	2.88e-121	0.3747	0.3966	1.059	1.003
DACB01000007.1_224	COG1877	7.36e-35	0.2819	0.2406	0.8534	0.8502
DACB01000007.1_227	COG1010	5.37e-109	0.4855	0.4699	0.9679	0.6789
DACB01000007.1_229	COG1311	4.44e-142	0.4123	0.3472	0.842	0.7627
DACB01000007.1_230	COG0235	5.1e-50	0.3976	0.3014	0.758	0.9274
DACB01000007.1_231	COG1698	6.6e-37	0.5542	0.4946	0.8925	0.954
DACB01000007.1_232	COG2073	2.78e-53	0.2844	0.3121	1.097	0.9761
DACB01000007.1_233	COG1270	7.14e-97	0.3887	0.3437	0.8844	0.9218
DACB01000007.1_234	COG5440	5.65e-47	0.3566	0.3168	0.8882	0.8994
DACB01000007.1_235	COG1474	1.29e-113	0.4187	0.429	1.025	0.9791
DACB01000007.1_236	COG0540	4.18e-145	0.4791	0.4715	0.9842	1.01
DACB01000007.1_237	COG2519	9.41e-100	0.4713	0.4492	0.9531	1.004
DACB01000007.1_238	COG1111	0	0.4972	0.4908	0.9871	0.6868
DACB01000007.1_239	COG0456	1.26e-11	0.2422	0.1751	0.7232	0.8366
DACB01000007.1_240	COG1679	0	0.5539	0.5484	0.9901	1.008
