#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_1102	18206	3	N	N	1	*	*,1102,*
contig_1117	18104	4	N	N	1	*	*,1117,*
contig_489	18086	3	N	N	1	*	*,489,*
contig_1293	18073	232	N	Y	1	*	1293
contig_436	18037	4	N	N	1	*	*,436,*
contig_618	18034	3	N	N	1	*	*,618,*
contig_1363	17967	263	N	Y	2	*	1363
contig_280	17965	5	N	N	1	*	*,280,*
contig_111	17939	4	N	N	1	*	*,111,*
contig_989	17912	6	N	N	1	*	*,989,*
contig_854	17898	4	N	N	1	*	*,854,*
contig_1067	17828	6	N	N	1	*	*,1067,*
contig_1060	17804	7	N	N	1	*	*,1060,*
contig_1169	17786	6	N	N	1	*	*,1169,*
contig_1042	17777	6	N	N	1	*	*,1042,*
contig_1177	17774	4	N	N	1	*	*,1177,*
contig_9	17758	51	N	N	1	*	203,9
contig_285	17723	5	N	N	1	*	*,285,*
contig_969	17697	5	N	N	1	*	*,969,*
contig_679	17672	4	N	N	1	*	*,679,*
contig_1208	17607	4	N	N	1	*	*,1208,*
contig_864	17600	4	N	N	1	*	*,864,*
contig_1061	17582	6	N	N	1	*	*,1061,*
contig_1043	17531	4	N	N	1	*	*,1043,*
contig_1402	17431	4	N	N	1	*	*,1402,*
contig_438	17424	4	N	N	1	*	*,438,*
contig_112	17407	6	N	N	1	*	*,112,*
contig_1064	17402	4	N	N	1	*	*,1064,*
contig_514	17348	5	N	N	1	*	*,514,*
contig_975	17303	5	N	N	1	*	*,975,*
contig_16	17221	4	N	N	1	*	*,16,*
contig_583	17221	4	N	N	1	*	*,583,*
contig_1433	17195	47	N	N	1	*	-328,734,1433
contig_752	17179	3	N	N	1	*	*,752,*
contig_119	17150	148	N	N	1	*	*,117,119
contig_402	17150	4	N	N	1	*	*,402,*
contig_1331	17145	4	N	N	1	*	*,1331,*
contig_496	17125	6	N	N	1	*	*,496,*
contig_829	17122	4	N	N	1	*	*,829,*
contig_231	17102	4	N	N	1	*	*,231,*
contig_926	17067	5	N	N	1	*	*,926,*
contig_1419	16991	4	N	N	1	*	*,1419,*
contig_92	16985	6	N	N	1	*	*,92,*
contig_500	16981	5	N	N	1	*	*,500,*
contig_396	16962	4	N	N	1	*	*,396,*
contig_1339	16958	4	N	N	1	*	*,1339,*
contig_1144	16953	5	N	N	1	*	*,1144,*
contig_490	16945	4	N	N	1	*	*,490,*
contig_50	16938	5	N	N	1	*	*,50,*
contig_902	16930	5	N	N	1	*	*,902,*
contig_1175	16832	5	N	N	1	*	*,1175,*
contig_1075	16829	3	N	N	1	*	*,1075,*
contig_164	16818	4	N	N	1	*	*,164,*
contig_1446	16803	6	N	N	1	*	*,1446,*
contig_505	16796	4	N	N	1	*	*,505,*
contig_634	16780	3	N	N	1	*	*,634,*
contig_775	16762	5	N	N	1	*	*,775,*
contig_1282	16721	4	N	N	1	*	*,1282,*
contig_1135	16703	5	N	N	1	*	*,1135,*
contig_156	16690	4	N	N	1	*	*,156,*
contig_279	16682	4	N	N	1	*	*,279,*
contig_662	16651	215	N	Y	2	330	*,662,*
contig_872	16650	5	N	N	1	*	*,872,*
contig_1213	16642	4	N	N	1	*	*,1213,*
contig_1395	16630	7	N	N	1	*	*,1395,*
contig_1264	16618	5	N	N	1	*	*,1264,*
contig_832	16604	5	N	N	1	*	*,832,*
contig_803	16551	4	N	N	1	*	*,803,*
contig_877	16459	4	N	N	1	*	*,877,*
contig_1414	16454	6	N	N	1	*	*,1414,*
contig_671	16398	4	N	N	1	*	*,671,*
contig_426	16366	48	N	Y	1	288	*,426
contig_1289	16365	6	N	N	1	*	*,1289,*
contig_165	16317	4	N	N	1	*	*,165,*
contig_1400	16281	4	N	N	1	*	*,1400,*
contig_1106	16251	5	N	N	1	*	*,1106,*
contig_1007	16246	6	N	N	1	*	*,1007,*
contig_1336	16245	3	N	N	1	*	*,1336,*
contig_1385	16232	5	N	N	1	*	*,1385,*
contig_367	16221	3	N	N	1	*	*,367,*
contig_1265	16218	7	N	N	1	*	*,1265,*
contig_269	16210	4	N	N	1	*	*,269,*
contig_1354	16125	5	N	N	1	*	*,1354,*
contig_66	16094	5	N	N	1	*	*,66,*
contig_895	16086	6	N	N	1	*	*,895,*
contig_1127	16009	5	N	N	1	*	*,1127,*
contig_925	16001	4	N	N	1	*	*,925,*
contig_234	15996	6	N	N	1	*	*,234,*
contig_984	15971	4	N	N	1	*	*,984,*
contig_65	15946	5	N	N	1	*	*,65,*
contig_1312	15939	183	N	Y	2	*	1312
contig_1104	15898	4	N	N	1	*	*,1104,*
contig_1090	15895	6	N	N	1	*	*,1090,*
contig_392	15890	3	N	N	1	*	*,392,*
contig_849	15883	4	N	N	1	*	*,849,*
contig_188	15875	4	N	N	1	*	*,188,*
contig_1247	15858	3	N	N	1	*	*,1247,*
contig_609	15805	4	N	N	1	*	*,609,*
contig_214	15718	5	N	N	1	*	*,214,*
contig_480	15630	5	N	N	1	*	*,480,*
contig_365	15628	4	N	N	1	*	*,365,*
contig_1078	15602	5	N	N	1	*	*,1078,*
contig_799	15600	6	N	N	1	*	*,799,*
contig_353	15599	50	N	N	1	*	353
contig_41	15573	4	N	N	1	*	*,41,*
contig_21	15571	4	N	N	1	*	*,21,*
contig_1357	15497	4	N	N	1	*	*,1357,*
contig_580	15496	14	N	N	1	*	-1363,580,-329
contig_627	15462	6	N	N	1	*	*,627,*
contig_901	15418	4	N	N	1	*	*,901,*
contig_982	15396	5	N	N	1	*	*,982,*
contig_91	15391	3	N	N	1	*	*,91,*
contig_1095	15373	5	N	N	1	*	*,1095,*
contig_1382	15369	5	N	N	1	*	*,1382,*
contig_841	15343	6	N	N	1	*	*,841,*
contig_831	15342	4	N	N	1	*	*,831,*
contig_26	15306	20	Y	Y	1	4	26
contig_159	15230	5	N	N	1	*	*,159,*
contig_222	15223	4	N	N	1	*	*,222,*
contig_309	15206	61	N	N	1	*	-1311,309,-206
contig_404	15174	6	N	N	1	*	*,404,*
contig_748	15153	4	N	N	1	*	*,748,*
contig_300	15124	5	N	N	1	*	*,300,*
contig_56	15124	5	N	N	1	*	*,56,*
contig_1059	15120	4	N	N	1	*	*,1059,*
contig_1223	15112	3	N	N	1	*	*,1223,*
contig_800	15112	4	N	N	1	*	*,800,*
contig_772	15110	4	N	N	1	*	*,772,*
contig_1021	15013	3	N	N	1	*	*,1021,*
contig_866	15007	5	N	N	1	*	*,866,*
contig_370	14998	4	N	N	1	*	*,370,*
contig_591	14997	5	N	N	1	*	*,591,*
contig_1335	14973	5	N	N	1	*	*,1335,*
contig_209	14917	5	N	N	1	*	*,209,*
contig_761	14908	4	N	N	1	*	*,761,*
contig_742	14902	3	N	N	1	*	*,742,*
contig_779	14844	3	N	N	1	*	*,779,*
contig_517	14802	3	N	N	1	*	*,517,*
contig_120	14709	52	N	N	1	*	*,117,120,192,194,1280
contig_952	14706	4	N	N	1	*	*,952,*
contig_372	14687	4	N	N	1	*	*,372,*
contig_958	14665	4	N	N	1	*	*,958,*
contig_1327	14646	106	N	Y	1	*	1327
contig_1365	14636	5	N	N	1	*	*,1365,*
contig_1432	14625	5	N	N	1	*	*,1432,*
contig_878	14618	6	N	N	1	*	*,878,*
contig_3	14596	18	N	Y	1	262	*,3,*
contig_1303	14595	6	N	N	1	*	*,1303,*
contig_1096	14590	6	N	N	1	*	*,1096,*
contig_631	14570	5	N	N	1	*	*,631,*
contig_845	14569	3	N	N	1	*	*,845,*
contig_835	14567	6	N	N	1	*	*,835,*
contig_1386	14499	164	N	Y	1	*	1386
contig_787	14487	6	N	N	1	*	*,787,*
contig_273	14475	4	N	N	1	*	*,273,*
contig_822	14474	5	N	N	1	*	*,822,*
contig_1326	14429	8	N	N	1	*	*,1326,*
contig_1300	14387	4	N	N	1	*	*,1300,-276
contig_218	14381	4	N	N	1	*	*,218,*
contig_1068	14361	7	N	N	1	*	*,1068,*
contig_1009	14352	4	N	N	1	*	*,1009,*
contig_448	14326	3	N	N	1	*	*,448,*
contig_942	14325	4	N	N	1	*	*,942,*
contig_1333	14322	4	N	N	1	*	*,1333,*
contig_1217	14306	5	N	N	1	*	*,1217,*
contig_863	14303	7	N	N	1	*	*,863,*
contig_550	14300	3	N	N	1	*	*,550,*
contig_212	14282	4	N	N	1	*	*,212,*
contig_1207	14177	3	N	N	1	*	*,1207,*
contig_1031	14156	4	N	N	1	*	*,1031,*
contig_953	14147	5	N	N	1	*	*,953,*
contig_301	14137	4	N	N	1	*	*,301,*
contig_684	14133	5	N	N	1	*	*,684,*
contig_330	14115	57	N	N	1	*	326,330
contig_1011	14114	1062	Y	N	10	*	1011
contig_1118	14104	3	N	N	1	*	*,1118,*
contig_616	14087	5	N	N	1	*	*,616,*
contig_896	14064	5	N	N	1	*	*,896,*
contig_1000	14056	5	N	N	1	*	*,1000,*
contig_1226	14031	6	N	N	1	*	*,1226,*
contig_487	14031	3	N	N	1	*	*,487,*
contig_442	14025	4	N	N	1	*	*,442,*
contig_1211	14024	3	N	N	1	*	*,1211,*
contig_173	14021	6	N	N	1	*	*,173,*
contig_1049	14000	5	N	N	1	*	*,1049,*
contig_1014	13964	5	N	N	1	*	*,1014,*
contig_666	13960	5	N	N	1	*	*,666,*
contig_848	13944	3	N	N	1	*	*,848,*
contig_1045	13940	4	N	N	1	*	*,1045,*
contig_1120	13931	3	N	N	1	*	*,1120,*
contig_1268	13921	4	N	N	1	*	*,1268,*
contig_573	13897	4	N	N	1	*	*,573,*
contig_1129	13827	5	N	N	1	*	*,1129,*
contig_996	13819	4	N	N	1	*	*,996,*
contig_1355	13797	4	N	N	1	*	*,1355,*
contig_980	13793	4	N	N	1	*	*,980,*
contig_127	13782	4	N	N	1	*	*,127,*
contig_912	13757	5	N	N	1	*	*,912,*
contig_1073	13722	4	N	N	1	*	*,1073,*
contig_1266	13642	3	N	N	1	*	*,1266,*
contig_536	13638	68	N	N	1	*	-1353,-537,-535,536
contig_1193	13630	4	N	N	1	*	*,1193,*
contig_533	13625	5	N	N	1	*	*,533,*
contig_157	13575	4	N	N	1	*	*,157,*
contig_484	13539	3	N	N	1	*	*,484,*
contig_467	13519	4	N	N	1	*	*,467,*
contig_1054	13467	5	N	N	1	*	*,1054,*
contig_287	13441	4	N	N	1	*	*,287,*
contig_1158	13440	6	N	N	1	*	*,1158,*
contig_189	13433	5	N	N	1	*	*,189,*
contig_79	13429	6	N	N	1	*	*,79,*
contig_174	13348	3	N	N	1	*	*,174,*
contig_1052	13337	6	N	N	1	*	*,1052,*
contig_534	13314	3	N	N	1	*	*,534,*
contig_213	13296	4	N	N	1	*	*,213,*
contig_186	13264	3	N	N	1	*	*,186,*
contig_153	13253	5	N	N	1	*	*,153,*
contig_141	13198	3	N	N	1	*	*,141,*
contig_614	13138	4	N	N	1	*	*,614,*
contig_390	13094	3	N	N	1	*	*,390,*
contig_1194	13067	5	N	N	1	*	*,1194,*
contig_503	13057	4	N	N	1	*	*,503,*
contig_290	13048	4	N	N	1	*	*,290,*
contig_1198	13032	4	N	N	1	*	*,1198,*
contig_1330	13027	4	N	N	1	*	*,1330,*
contig_546	12998	4	N	N	1	*	*,546,*
contig_19	12964	4	N	N	1	*	*,19,*
contig_1024	12951	5	N	N	1	*	*,1024,*
contig_714	12948	4	N	N	1	*	*,714,*
contig_1197	12941	3	N	N	1	*	*,1197,*
contig_954	12920	5	N	N	1	*	*,954,*
contig_492	12890	5	N	N	1	*	*,492,*
contig_904	12878	5	N	N	1	*	*,904,*
contig_337	12875	19	N	Y	1	314	337,*
contig_254	12793	6	N	N	1	*	*,254,*
contig_43	12788	5	N	N	1	*	*,43,*
contig_520	12760	4	N	N	1	*	*,520,*
contig_823	12698	5	N	N	1	*	*,823,*
contig_1077	12655	6	N	N	1	*	*,1077,*
contig_117	12631	32	N	Y	1	*	*,117
contig_1028	12621	4	N	N	1	*	*,1028,*
contig_324	12621	49	N	N	1	*	324,-326
contig_608	12599	4	N	N	1	*	*,608,*
contig_934	12597	5	N	N	1	*	*,934,*
contig_670	12583	3	N	N	1	*	*,670,*
contig_528	12576	3	N	N	1	*	*,528,*
contig_565	12568	5	N	N	1	*	*,565,*
contig_468	12544	3	N	N	1	*	*,468,*
contig_1261	12516	4	N	N	1	*	*,1261,*
contig_531	12499	6	N	N	1	*	*,531,*
contig_1172	12474	4	N	N	1	*	*,1172,*
contig_1004	12463	4	N	N	1	*	*,1004,*
contig_1294	12417	5	N	N	1	*	*,1294,*
contig_887	12399	6	N	N	1	*	*,887,*
contig_1377	12390	4	N	N	1	*	*,1377,*
contig_246	12388	4	N	N	1	*	*,246,*
contig_62	12387	6	N	N	1	*	*,62,*
contig_911	12350	6	N	N	1	*	*,911,*
contig_180	12326	4	N	N	1	*	*,180,*
contig_363	12299	3	N	N	1	*	*,363,*
contig_760	12290	3	N	N	1	*	*,760,*
contig_886	12269	4	N	N	1	*	*,886,*
contig_172	12253	4	N	N	1	*	*,172,*
contig_198	12246	69	N	N	1	*	198,1281
contig_699	12237	3	N	N	1	*	*,699,*
contig_987	12229	3	N	N	1	*	*,987,*
contig_53	12213	4	N	N	1	*	*,53,*
contig_286	12162	4	N	N	1	*	*,286,*
contig_710	12152	4	N	N	1	*	*,710,*
contig_308	12135	92	N	N	1	*	-1312,308,-206
contig_1254	12128	4	N	N	1	*	*,1254,*
contig_413	12113	5	N	N	1	*	*,413,*
contig_657	12050	4	N	N	1	*	*,657,*
contig_1107	11991	4	N	N	1	*	*,1107,*
contig_968	11954	5	N	N	1	*	*,968,*
contig_1337	11923	207	N	Y	2	292	*,1337,*
contig_333	11895	47	N	Y	1	314	333,*
contig_196	11852	32	N	N	1	*	-1280,-194,196,408
contig_1165	11851	5	N	N	1	*	*,1165,*
contig_941	11847	3	N	N	1	*	*,941,*
contig_993	11833	6	N	N	1	*	*,993,*
contig_965	11828	7	N	N	1	*	*,965,*
contig_599	11825	5	N	N	1	*	*,599,*
contig_1244	11818	74	N	Y	1	*	1244
contig_75	11796	4	N	N	1	*	*,75,*
contig_138	11732	6	N	N	1	*	*,138,*
contig_725	11720	76	N	N	1	*	1363,725
contig_668	11707	4	N	N	1	*	*,668,*
contig_1334	11670	20	Y	Y	1	70	1334
contig_168	11658	8	N	N	1	*	*,168,*
contig_1308	11636	4	N	N	1	*	*,1308,*
contig_560	11626	4	N	N	1	*	*,560,*
contig_204	11606	45	N	N	1	*	204,-206
contig_554	11586	3	N	N	1	*	*,554,*
contig_635	11552	4	N	N	1	*	*,635,*
contig_68	11496	4	N	N	1	*	*,68,*
contig_169	11459	10	N	N	1	*	*,169,*
contig_595	11458	5	N	N	1	*	*,595,*
contig_1210	11441	4	N	N	1	*	*,1210,*
contig_576	11441	6	N	N	1	*	*,576,*
contig_749	11438	3	N	N	1	*	*,749,*
contig_1053	11400	5	N	N	1	*	*,1053,*
contig_282	11396	3	N	N	1	*	*,282,*
contig_1083	11389	4	N	N	1	*	*,1083,*
contig_1016	11386	5	N	N	1	*	*,1016,*
contig_539	11385	5	N	N	1	*	*,539,*
contig_241	11383	6	N	N	1	*	*,241,*
contig_248	11352	4	N	N	1	*	*,248,*
contig_74	11344	3	N	N	1	*	*,74,*
contig_1278	11339	198	N	Y	2	*	1278
contig_994	11316	4	N	N	1	*	*,994,*
contig_4	11259	54	N	Y	1	262	*,4,*
contig_17	11238	3	N	N	1	*	*,17,*
contig_1112	11235	6	N	N	1	*	*,1112,*
contig_979	11208	4	N	N	1	*	*,979,*
contig_652	11199	58	Y	Y	1	48	652
contig_219	11192	6	N	N	1	*	*,219,*
contig_653	11190	46	Y	Y	1	50	653
contig_735	11189	46	Y	Y	1	54	735
contig_821	11135	4	N	N	1	*	*,821,*
contig_656	11092	3	N	N	1	*	*,656,*
contig_516	11085	5	N	N	1	*	*,516,*
contig_1155	11084	4	N	N	1	*	*,1155,*
contig_696	11060	3	N	N	1	*	*,696,*
contig_1108	11049	5	N	N	1	*	*,1108,*
contig_419	11036	6	N	N	1	*	*,419,*
contig_1340	11018	3	N	N	1	*	*,1340,*
contig_422	10977	3	N	N	1	*	*,422,*
contig_334	10970	49	N	Y	1	314	334,*
contig_335	10963	48	N	Y	1	314	335,*
contig_1214	10957	6	N	N	1	*	*,1214,*
contig_476	10953	5	N	N	1	*	*,476,*
contig_1020	10928	5	N	N	1	*	*,1020,*
contig_1002	10901	4	N	N	1	*	*,1002,*
contig_1196	10891	4	N	N	1	*	*,1196,*
contig_783	10856	5	N	N	1	*	*,783,*
contig_1017	10848	3	N	N	1	*	*,1017,*
contig_1066	10843	5	N	N	1	*	*,1066,*
contig_1221	10777	4	N	N	1	*	*,1221,*
contig_136	10775	7	N	N	1	*	*,136,*
contig_245	10733	5	N	N	1	*	*,245,*
contig_42	10714	6	N	N	1	*	*,42,*
contig_49	10699	6	N	N	1	*	*,49,*
contig_1379	10610	5	N	N	1	*	*,1378,1379,-1378,*
contig_96	10594	5	N	N	1	*	*,96,*
contig_582	10552	4	N	N	1	*	*,582,*
contig_1085	10547	5	N	N	1	*	*,1085,*
contig_382	10490	4	N	N	1	*	*,382,*
contig_71	10479	4	N	N	1	*	*,71,*
contig_223	10465	5	N	N	1	*	*,223,*
contig_435	10437	18	N	Y	1	286	*,435,*
contig_347	10427	64	Y	Y	1	22	347
contig_1100	10409	4	N	N	1	*	*,1100,*
contig_1139	10397	5	N	N	1	*	*,1139,*
contig_1338	10344	111	N	Y	1	*	1338
contig_1280	10343	159	N	Y	1	*	1280
contig_544	10297	3	N	N	1	*	*,544,*
contig_639	10262	36	N	N	1	*	-640,639,-640
contig_394	10245	3	N	N	1	*	*,394,*
contig_1318	10231	52	N	N	1	*	-352,1318
contig_1233	10205	4	N	N	1	*	*,1233,*
contig_974	10190	4	N	N	1	*	*,974,*
contig_1219	10187	4	N	N	1	*	*,1219,*
contig_736	10166	49	Y	Y	1	56	736
contig_827	10138	224	N	Y	2	*	827
contig_1076	10121	3	N	N	1	*	*,1076,*
contig_1369	10114	6	N	N	1	*	*,1369,*
contig_237	10082	5	N	N	1	*	*,237,*
contig_238	10068	6	N	N	1	*	*,238,*
contig_439	10051	4	N	N	1	*	*,439,*
contig_224	10036	3	N	N	1	*	*,224,*
contig_479	10013	5	N	N	1	*	*,479,*
contig_649	10006	5	N	N	1	*	*,649,*
contig_399	9970	3	N	N	1	*	*,399,*
contig_1298	9902	3	N	N	1	*	*,1298,264,*
contig_818	9891	19	N	Y	1	320	*,818,*
contig_54	9882	4	N	N	1	*	*,54,*
contig_769	9824	4	N	N	1	*	*,769,*
contig_509	9798	5	N	N	1	*	*,509,*
contig_617	9787	4	N	N	1	*	*,617,*
contig_986	9769	4	N	N	1	*	*,986,*
contig_464	9738	20	N	Y	1	334	*,464,*
contig_28	9737	5	N	N	1	*	*,28,*
contig_757	9729	3	N	N	1	*	*,757,*
contig_108	9721	6	N	N	1	*	*,108,*
contig_588	9694	4	N	N	1	*	*,588,*
contig_817	9689	59	N	Y	1	320	*,817,*
contig_1101	9685	5	N	N	1	*	*,1101,*
contig_633	9619	5	N	N	1	*	*,633,*
contig_892	9603	5	N	N	1	*	*,892,*
contig_833	9576	4	N	N	1	*	*,833,*
contig_295	9555	5	N	N	1	*	*,295,*
contig_1319	9552	193	N	Y	2	*	1319
contig_1140	9547	5	N	N	1	*	*,1140,*
contig_421	9517	4	N	N	1	*	*,421,*
contig_271	9506	7	N	N	1	*	*,271,*
contig_18	9497	5	N	N	1	*	*,18,*
contig_776	9456	4	N	N	1	*	*,776,*
contig_297	9448	5	N	N	1	*	*,297,*
contig_518	9417	4	N	N	1	*	*,518,*
contig_750	9404	5	N	N	1	*	*,750,*
contig_451	9397	5	N	N	1	*	*,451,*
contig_885	9383	4	N	N	1	*	*,885,*
contig_525	9377	5	N	N	1	*	*,525,*
contig_1232	9371	7	N	N	1	*	*,1232,*
contig_1410	9362	7	N	N	1	*	*,1410,*
contig_991	9339	4	N	N	1	*	*,991,*
contig_190	9307	4	N	N	1	*	*,190,*
contig_646	9269	5	N	N	1	*	*,646,*
contig_553	9261	6	N	N	1	*	*,553,*
contig_632	9258	7	N	N	1	*	*,632,*
contig_135	9256	3	N	N	1	*	*,135,*
contig_83	9254	55	N	N	1	*	*,83,*
contig_629	9252	5	N	N	1	*	*,629,*
contig_824	9201	7	N	N	1	*	*,824,*
contig_563	9199	7	N	N	1	*	*,563,*
contig_187	9190	4	N	N	1	*	*,187,*
contig_1055	9178	5	N	N	1	*	*,1055,*
contig_522	9175	3	N	N	1	*	*,522,*
contig_1361	9170	465	Y	N	4	*	1361
contig_708	9151	5	N	N	1	*	*,708,*
contig_90	9134	29	N	N	1	*	-85,90
contig_215	9117	8	N	N	1	*	*,215,*
contig_1229	9087	6	N	N	1	*	*,1229,*
contig_1081	9071	4	N	N	1	*	*,1081,*
contig_24	9071	13	N	Y	1	300	*,24,*
contig_1187	9070	6	N	N	1	*	*,1187,*
contig_506	9058	4	N	N	1	*	*,506,*
contig_613	9058	3	N	N	1	*	*,613,*
contig_678	9051	48	N	N	1	*	678,-329
contig_304	9033	43	N	N	1	*	304
contig_723	9010	4	N	N	1	*	*,723,*
contig_182	8998	4	N	N	1	*	*,182,*
contig_899	8987	6	N	N	1	*	*,899,*
contig_251	8959	5	N	N	1	*	*,251,*
contig_25	8940	146	N	Y	1	300	*,25,*
contig_1412	8895	6	N	N	1	*	*,1412,*
contig_658	8877	4	N	N	1	*	*,658,*
contig_1121	8860	4	N	N	1	*	*,1121,*
contig_95	8834	4	N	N	1	*	*,95,*
contig_825	8803	8	N	N	1	*	*,825,*
contig_321	8792	39	Y	Y	1	14	321
contig_485	8777	4	N	N	1	*	*,485,*
contig_581	8739	4	N	N	1	*	*,581,*
contig_277	8713	5	N	N	1	*	*,277,*
contig_428	8707	12	N	Y	1	288	*,428
contig_922	8702	40	N	N	1	*	-328,734,922,733
contig_272	8692	6	N	N	1	*	*,272,*
contig_1153	8662	4	N	N	1	*	*,1153,*
contig_716	8642	5	N	N	1	*	*,716,*
contig_611	8598	3	N	N	1	*	*,611,*
contig_424	8546	5	N	N	1	*	*,424,*
contig_452	8542	3	N	N	1	*	*,452,*
contig_717	8464	3	N	N	1	*	*,717,*
contig_695	8423	5	N	N	1	*	*,695,*
contig_541	8416	5	N	N	1	*	*,541,*
contig_82	8416	4	N	N	1	*	*,82,*
contig_158	8408	4	N	N	1	*	*,158,*
contig_1097	8407	6	N	N	1	*	*,1097,*
contig_566	8403	3	N	N	1	*	*,566,*
contig_687	8400	5	N	N	1	*	*,687,*
contig_179	8388	4	N	N	1	*	*,179,*
contig_105	8376	6	N	N	1	*	*,105,*
contig_1269	8373	4	N	N	1	*	*,1269,*
contig_240	8373	6	N	N	1	*	*,240,*
contig_378	8364	3	N	N	1	*	*,378,*
contig_474	8364	5	N	N	1	*	*,474,*
contig_545	8361	3	N	N	1	*	*,545,*
contig_556	8360	81	N	N	1	*	555,556
contig_1166	8358	6	N	N	1	*	*,1166,*
contig_288	8334	4	N	N	1	*	*,288,*
contig_20	8314	3	N	N	1	*	*,20,*
contig_1001	8310	8	N	N	1	*	*,1001,*
contig_791	8285	4	N	N	1	*	*,791,*
contig_491	8279	4	N	N	1	*	*,491,*
contig_1088	8219	4	N	N	1	*	*,1088,*
contig_255	8217	8	N	N	1	*	*,255,*
contig_672	8208	4	N	N	1	*	*,672,*
contig_216	8206	3	N	N	1	*	*,216,*
contig_586	8190	4	N	N	1	*	*,586,*
contig_961	8176	4	N	N	1	*	*,961,*
contig_256	8170	4	N	N	1	*	*,256,*
contig_1356	8037	4	N	N	1	*	*,1356,*
contig_336	8028	60	N	Y	1	314	336,*
contig_261	7986	207	N	Y	2	298	*,261,*
contig_594	7984	5	N	N	1	*	*,594,*
contig_456	7981	15	N	Y	1	292	*,456,*
contig_713	7966	5	N	N	1	*	*,713,*
contig_447	7944	46	N	N	1	*	*,447,*
contig_795	7913	5	N	N	1	*	*,795,*
contig_494	7903	3	N	N	1	*	*,494,*
contig_1411	7892	472	Y	N	4	*	1411
contig_648	7892	4	N	N	1	*	*,648,*
contig_502	7879	4	N	N	1	*	*,502,*
contig_235	7858	5	N	N	1	*	*,235,*
contig_217	7839	5	N	N	1	*	*,217,*
contig_844	7839	4	N	N	1	*	*,844,*
contig_532	7756	3	N	N	1	*	*,532,*
contig_362	7749	5	N	N	1	*	*,362,*
contig_470	7747	4	N	N	1	*	*,470,*
contig_76	7717	5	N	N	1	*	*,76,*
contig_655	7705	4	N	N	1	*	*,655,*
contig_923	7702	3	N	N	1	*	*,923,*
contig_495	7644	4	N	N	1	*	*,495,*
contig_686	7607	4	N	N	1	*	*,686,*
contig_1146	7574	5	N	N	1	*	*,1146,*
contig_274	7557	3	N	N	1	*	*,274,*
contig_1133	7529	3	N	N	1	*	*,1133,*
contig_1216	7526	5	N	N	1	*	*,1216,*
contig_674	7514	6	N	N	1	*	*,674,*
contig_585	7502	6	N	N	1	*	*,585,*
contig_1137	7495	4	N	N	1	*	*,1137,*
contig_262	7464	7	N	Y	1	298	*,262,*
contig_1089	7447	3	N	N	1	*	*,1089,*
contig_592	7418	4	N	N	1	*	*,592,*
contig_340	7417	21	Y	Y	1	146	340
contig_722	7392	4	N	N	1	*	*,722,*
contig_540	7389	4	N	N	1	*	*,540,*
contig_995	7357	5	N	N	1	*	*,995,*
contig_154	7338	12	N	N	1	*	*,154,*
contig_1080	7318	6	N	N	1	*	*,1080,*
contig_481	7314	3	N	N	1	*	*,481,*
contig_797	7313	3	N	N	1	*	*,797,*
contig_388	7294	3	N	N	1	*	*,388,*
contig_677	7248	6	N	N	1	*	*,677,*
contig_411	7238	5	N	N	1	*	*,411,*
contig_871	7238	4	N	N	1	*	*,871,*
contig_1110	7234	6	N	N	1	*	*,1110,*
contig_607	7222	4	N	N	1	*	*,607,*
contig_97	7207	4	N	N	1	*	*,97,*
contig_123	7164	33	N	N	1	*	123,-1280
contig_697	7156	6	N	N	1	*	*,697,*
contig_767	7140	3	N	N	1	*	*,767,*
contig_673	7135	4	N	N	1	*	*,673,*
contig_125	7134	6	N	N	1	*	*,125,*
contig_1397	7097	6	N	N	1	*	*,1397,*
contig_385	7091	4	N	N	1	*	*,385,*
contig_1399	7072	5	N	N	1	*	*,1399,*
contig_1160	7023	5	N	N	1	*	*,1160,*
contig_1358	7016	4	N	N	1	*	*,1358,*
contig_875	7010	3	N	N	1	*	*,875,*
contig_275	6988	3	N	N	1	*	*,275,*
contig_477	6968	4	N	N	1	*	*,477,*
contig_1036	6945	10	N	N	1	*	*,1036,*
contig_647	6918	5	N	N	1	*	*,647,*
contig_395	6897	6	N	N	1	*	*,395,*
contig_93	6885	3	N	N	1	*	*,93,*
contig_483	6862	5	N	N	1	*	*,483,*
contig_1205	6858	5	N	N	1	*	*,1205,*
contig_1228	6855	5	N	N	1	*	*,1228,*
contig_400	6836	20	Y	Y	1	248	400
contig_642	6788	8	N	N	1	*	*,642,*
contig_384	6753	5	N	N	1	*	*,384,*
contig_242	6709	4	N	N	1	*	*,242,*
contig_498	6653	5	N	N	1	*	*,498,*
contig_712	6627	4	N	N	1	*	*,712,*
contig_784	6608	3	N	N	1	*	*,784,*
contig_1105	6583	4	N	N	1	*	*,1105,*
contig_1143	6583	5	N	N	1	*	*,1143,*
contig_1086	6565	3	N	N	1	*	*,1086,*
contig_570	6532	4	N	N	1	*	*,570,*
contig_371	6518	4	N	N	1	*	*,371,*
contig_482	6433	4	N	N	1	*	*,482,*
contig_239	6426	7	N	N	1	*	*,239,*
contig_529	6414	283	N	Y	2	*	529
contig_598	6397	4	N	N	1	*	*,598,*
contig_1157	6343	3	N	N	1	*	*,1157,*
contig_816	6332	111	N	Y	1	320	*,816
contig_504	6326	4	N	N	1	*	*,504,*
