contig_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
NODE_11_length_105680_cov_79.303012.5,2.08443922e-01,3.85231867e+00,-6.55427240e-01,-3.41274906e-01,-3.28038783e-01,-3.90620724e-01,3.42923024e-02,-1.68904278e-01,1.40392755e-01,7.39144320e-02,2.86751161e-01,-1.57592016e-01,6.27743164e-01,-2.54735584e-01,2.24399062e-01,5.32964788e-02,7.56494508e-02,3.28584879e-01,1.00624812e-01,8.44189706e-02,3.54650410e-01
NODE_11_length_105680_cov_79.303012.6,-5.73873618e-01,2.97551793e+00,-5.75837322e-01,1.25605696e-01,-1.62690659e-01,-4.95626579e-01,-2.14517615e-03,-5.72653812e-01,-2.59600423e-01,-4.78792945e-01,3.16253944e-01,-7.61065011e-02,9.19551675e-02,-1.20343045e-01,1.69579009e-01,1.92263984e-01,1.88057709e-01,-1.45065853e-01,1.55651690e-01,-2.14987252e-01,-1.28313751e-01
NODE_11_length_105680_cov_79.303012.7,-2.49747448e+00,3.02068832e+00,-1.70815250e+00,2.96310139e-01,1.55845298e+00,4.38882056e-01,-3.58010726e-01,2.77055846e-02,-1.99604273e-01,-2.10303141e-01,6.27180396e-01,-4.70553084e-01,3.20175600e-01,3.36462986e-01,2.16761000e-01,3.59445768e-02,7.40509193e-01,1.07573210e-01,1.88234776e-01,6.99607874e-03,-5.89107184e-01
NODE_11_length_105680_cov_79.303012.8,2.52667354e+00,2.54256908e+00,1.66970428e+00,-4.85730602e-01,-2.30738043e+00,3.43554428e-01,-4.43255182e-01,-1.58171699e+00,-5.44277593e-02,1.34802461e-01,-4.26588068e-01,3.21242740e-01,3.71901166e-01,4.01154902e-01,1.79376328e-01,3.94201183e-01,4.07883467e-01,5.24884970e-01,4.15988669e-01,6.47012323e-02,6.88413721e-01
NODE_11_length_105680_cov_79.303012.9,6.85201400e-01,3.75325829e+00,2.54636609e-01,-3.82506736e-01,3.05948635e-01,-1.17565541e-01,5.27042588e-01,-1.27703336e-01,-3.51221439e-01,-4.79467248e-01,3.14202156e-01,-1.35269587e-01,2.52231604e-01,-4.57587922e-01,3.54288282e-01,1.32548613e-02,1.17484218e-01,1.58242920e-01,-3.09705818e-01,-2.49566382e-01,-8.12676329e-02
NODE_12_length_102272_cov_16.001243.0,1.17928810e+01,-1.87215643e+00,1.73009298e-01,-3.59616696e-01,1.93607261e-01,-3.30513169e-01,1.40304616e-01,5.12489686e-01,4.02672223e-01,2.24108371e-01,-2.08907243e-02,1.72947470e-01,-3.02461396e-02,-9.49429325e-02,-1.02447296e-01,7.42009972e-02,3.96510619e-01,-3.91586599e-01,4.65531940e-01,-4.37113233e-01,-5.29149638e-01
NODE_12_length_102272_cov_16.001243.1,1.16404879e+01,-1.96456934e+00,3.87285015e-01,-4.23362672e-01,1.88002196e-01,-1.64683739e-01,-1.43989175e-01,6.27443571e-02,1.29073449e+00,2.20864479e-02,-9.46147866e-02,-2.22415930e-01,-2.30081748e-01,2.61594398e-01,-3.26869149e-01,1.23498747e-01,-5.90410266e-02,-1.16244276e-01,-7.25442063e-02,-3.53070325e-01,-3.95196355e-01
NODE_12_length_102272_cov_16.001243.2,1.23264824e+01,-8.44229099e-01,8.93216776e-01,2.06061899e-01,2.00724408e+00,-1.27715628e+00,-6.29013234e-02,-8.10706481e-02,-4.56426618e-02,-5.56116714e-01,1.55455863e-02,8.87600923e-01,2.04392358e-01,8.17128472e-01,4.33804225e-01,2.73242867e-01,2.62695889e-01,-3.07755408e-01,-2.56824981e-01,2.70769021e-01,2.66421894e-01
NODE_12_length_102272_cov_16.001243.3,1.10834660e+01,-1.70851843e+00,6.67755765e-01,-4.62562498e-01,-3.54764225e-01,-2.87860817e-01,3.96497994e-01,6.10808698e-01,6.53525971e-01,3.55809619e-02,-6.58121694e-02,1.04382704e-01,-1.76326224e-01,-1.97381748e-01,-7.51969669e-02,7.20746482e-02,-2.41451926e-01,-1.85174928e-01,3.23642377e-01,-2.31054536e-01,-1.50439006e-01
NODE_12_length_102272_cov_16.001243.4,1.14830612e+01,-2.10889678e+00,5.81632722e-01,2.51351369e-01,-2.19151120e-01,-2.44368555e-01,-4.48740477e-02,-9.72256086e-02,3.27940292e-01,2.99132891e-01,-1.05771491e-01,1.10743708e-02,1.87999915e-01,-1.03969349e-02,-5.53985558e-01,-4.60583264e-01,1.16026269e-01,-2.41379392e-01,3.43748176e-01,-3.67661547e-01,-5.34012552e-01
NODE_12_length_102272_cov_16.001243.5,1.26874513e+01,-1.94299100e+00,-3.52378907e-01,-2.31783358e-01,1.07462920e+00,-9.62588392e-01,-8.97712923e-02,-3.28946329e-01,6.19582219e-02,5.32060126e-01,3.75569036e-01,2.30935930e-02,2.78565472e-01,1.03379762e-01,3.05129893e-01,1.13758246e-01,5.64838052e-02,-4.30543721e-02,-1.42880968e-01,9.99233833e-02,-1.69831260e-01
NODE_12_length_102272_cov_16.001243.6,1.21157283e+01,-2.06206276e+00,8.15057351e-03,-1.24127640e-01,5.75814166e-01,-8.57435472e-01,-7.77034739e-02,-4.16014209e-01,6.77674383e-01,-2.69850500e-02,-4.90952447e-02,1.21847088e-01,1.84680672e-01,2.94852971e-01,5.70541927e-02,-4.62918432e-01,-1.97952477e-01,3.10302398e-01,2.58200082e-01,1.71778214e-01,4.40533228e-01
NODE_12_length_102272_cov_16.001243.7,1.18697329e+01,-1.71821052e+00,7.95298702e-01,-3.30600349e-01,2.81285668e-01,-1.73896777e-01,-3.17903015e-01,7.92304036e-02,9.86193146e-01,-9.98809143e-02,-4.82294162e-01,-6.19229649e-02,-2.19540896e-03,-5.45536448e-02,-2.69309338e-01,-9.38314179e-02,-2.42880888e-01,-3.92849009e-01,3.23876190e-02,-2.80164368e-01,-4.73141411e-02
NODE_12_length_102272_cov_16.001243.8,1.19946861e+01,-2.08289273e+00,-3.84128580e-01,1.80112456e-01,8.81103662e-01,-6.82835182e-01,-1.54917086e-01,-3.65264756e-01,-5.15025453e-01,4.61101211e-01,1.88217909e-01,-1.12916095e-01,3.10143478e-02,4.18532900e-01,5.43418963e-02,-3.87499346e-02,1.41534170e-01,-5.70621230e-02,-6.93032864e-02,-7.16786128e-02,-1.68136920e-01
NODE_13_length_68512_cov_85.489369.0,1.44527369e+00,3.42966097e+00,2.03572747e-01,-6.39683433e-01,-3.82333834e-01,2.76576623e-01,7.31147305e-02,9.22664625e-03,-9.50598864e-02,1.12671924e-02,2.11284923e-01,-1.49591855e-01,-1.04522348e-01,1.52125874e-01,2.78928000e-01,-1.96168807e-01,-3.94899540e-01,1.51427106e-01,6.02753581e-04,-1.48370566e-02,-3.76306604e-02
NODE_13_length_68512_cov_85.489369.1,6.07058170e-01,3.70135307e+00,-9.34769672e-02,-5.32195387e-01,-8.42317602e-02,8.21118846e-02,9.37971628e-02,1.34969301e-01,-6.43472964e-02,1.36727858e-01,1.76483956e-01,1.14632520e-01,4.42497553e-01,1.82580263e-01,-1.58167087e-01,-1.27269134e-01,1.29891708e-01,-1.30630128e-01,2.21768039e-01,4.44878726e-01,1.01395918e-01
NODE_13_length_68512_cov_85.489369.2,1.69488872e+00,3.42062999e+00,2.34721232e-01,-1.07980796e+00,-8.46915923e-01,1.57598069e-01,-1.76692790e-01,-1.20969562e-01,1.81938478e-01,-3.00176218e-01,2.28773119e-01,-1.45720448e-01,-5.13157259e-01,7.27416795e-01,-1.39541053e-01,9.37155736e-02,3.98441174e-02,-1.74203202e-01,-2.08654708e-01,2.67383791e-01,-7.70716066e-02
NODE_13_length_68512_cov_85.489369.3,8.40942951e-01,3.67557179e+00,-1.16381599e-01,-8.91157697e-01,-3.51942668e-01,2.13170114e-01,-2.12061096e-01,-4.07093415e-02,-3.74014174e-01,-3.21112803e-01,-2.50104593e-01,8.32908393e-02,5.64259060e-01,3.69732017e-01,4.31850567e-01,-3.99853710e-02,1.15056850e-01,-2.94801215e-01,4.80129358e-02,1.50409763e-01,-3.35035557e-01
NODE_13_length_68512_cov_85.489369.4,1.77464351e+00,4.22129450e+00,8.40898304e-01,-7.51742611e-01,-6.80694945e-01,-1.83102974e-01,-1.37421727e-01,-2.80957477e-01,2.29080088e-01,-4.71520170e-02,-2.10728597e-01,1.84573717e-01,-4.74480404e-01,-1.25355227e-02,3.15829423e-01,5.49793653e-02,-2.11731851e-01,1.97816419e-01,5.39444066e-02,-2.05843569e-01,-2.31402526e-01
NODE_13_length_68512_cov_85.489369.5,6.97353954e-01,3.64516574e+00,1.11083070e-02,-7.32311656e-01,-1.13735579e-01,1.10906408e-01,-2.84332898e-01,1.32436646e-01,-8.70689044e-02,-1.60618670e-01,-4.77232777e-02,-2.09276006e-01,5.19792428e-01,2.81939248e-01,5.08878970e-01,1.94411512e-01,2.91717678e-01,-1.71726785e-01,6.36961966e-02,-5.22795007e-02,-1.64093861e-01
NODE_14_length_68432_cov_66.540765.0,6.10008631e-01,4.49853690e+00,-1.75888397e-01,-2.49728892e-01,-1.78538647e-02,-1.94906068e-01,1.30712526e-01,1.61131285e-01,-2.08046997e-01,-6.27812927e-02,-6.02664831e-01,-3.17966784e-01,-1.71793561e-01,-6.50250371e-01,3.27454520e-01,-1.95649988e-01,-4.34323315e-02,1.56585698e-01,-4.77540044e-01,-1.71256511e-01,3.07623572e-02
NODE_14_length_68432_cov_66.540765.1,7.69804415e-01,5.09734711e+00,-4.60535380e-01,-6.61617115e-01,2.31698861e-01,-1.33665760e-02,8.20201484e-01,5.26725414e-01,-3.17720378e-01,2.11067608e-01,-2.91712708e-01,-1.68325485e-01,-7.33750239e-01,2.78991554e-01,-4.53511491e-01,1.67097830e-01,-1.36262445e-01,2.40156931e-01,-1.69446099e-01,-7.89858490e-02,-1.21157668e-01
NODE_14_length_68432_cov_66.540765.2,1.49054585e-02,4.45926210e+00,1.28655811e-01,2.34105226e-01,4.31510457e-01,-7.93231008e-01,5.93614603e-01,1.22043700e-01,-1.11529801e-01,-1.00481896e-01,-4.32087597e-02,1.09255860e-01,5.34519398e-01,-5.32219604e-01,-3.15085368e-01,9.07786096e-02,-1.73520142e-01,3.00252348e-01,-7.53128129e-02,3.96847025e-01,8.79748897e-02
NODE_14_length_68432_cov_66.540765.3,-2.22979742e+00,3.15387292e+00,-2.69469264e+00,6.72932639e-01,7.14825185e-01,5.90649533e-02,5.22032472e-02,3.75225919e-01,-3.10095520e-01,3.80900541e-01,-8.87166916e-02,-7.95097372e-01,2.24160649e-01,-1.10425370e-01,2.78404247e-02,-3.21890658e-01,1.45799031e-01,-2.54429257e-01,-1.47346286e-02,3.16597606e-01,3.02659837e-01
NODE_14_length_68432_cov_66.540765.4,-1.79783103e+00,3.35039197e+00,-2.31471354e+00,2.41308539e-01,4.69890301e-01,2.46081754e-01,1.28167858e-01,1.84285905e-01,-5.03815737e-01,3.60504715e-01,-1.18916996e-01,4.74293160e-02,-6.71253704e-01,4.93116136e-02,-7.25477993e-01,9.36068255e-02,-2.89238135e-01,2.58974131e-02,2.78384515e-01,-1.32818417e-01,-8.55691485e-02
NODE_15_length_61306_cov_84.763935.0,1.15040335e-01,4.27251181e+00,-8.41669598e-01,-2.08075885e-01,-1.13440387e-01,-3.19380901e-01,3.69186940e-01,2.88799357e-01,-4.98181072e-01,9.41278622e-02,4.18388570e-02,-1.15437798e-01,2.64035722e-01,-2.96239754e-01,4.94524840e-01,5.35730935e-02,-2.64854985e-01,-1.14709497e-01,1.30042521e-02,-1.60462136e-01,-1.75017817e-01
NODE_15_length_61306_cov_84.763935.1,-2.64977963e-01,4.12595032e+00,-1.91051287e-01,-9.32421631e-02,4.57711540e-01,-4.05107908e-01,3.45992282e-01,-5.72623368e-02,4.82520317e-01,3.63866613e-01,1.59353666e-01,-2.65295324e-01,2.92153951e-01,-2.06884739e-02,-5.76298014e-02,1.53911830e-01,-4.00390691e-01,4.83908032e-02,-4.39456661e-01,-3.16269639e-01,-1.08480807e-01
NODE_15_length_61306_cov_84.763935.2,8.36212909e-02,4.94802008e+00,-7.50221755e-01,-8.36384258e-01,7.19365732e-01,3.12522618e-01,3.18348591e-01,5.69333357e-01,2.14597369e-02,1.76440580e-01,7.48701728e-02,-1.43890493e-01,-2.70716062e-01,2.27854502e-01,7.33088390e-02,1.78621263e-02,-1.79349249e-01,-4.73332346e-01,-3.48148959e-01,-1.06942127e-01,-1.19777149e-02
NODE_15_length_61306_cov_84.763935.3,-1.99254693e-01,4.46390745e+00,-5.00969099e-01,-1.38734948e-01,4.57475455e-01,1.58308085e-01,2.44520675e-01,-3.03369276e-03,-7.84150425e-01,2.39396607e-01,-2.95228126e-01,9.53911301e-02,5.15747616e-01,1.13196770e-01,3.12423789e-01,7.11323936e-02,-2.05714839e-01,-1.16647998e-01,1.69774432e-01,-3.33206487e-01,-1.21409559e-01
NODE_15_length_61306_cov_84.763935.4,1.86222845e+00,4.49835461e+00,1.08099924e-01,-7.29387212e-01,-6.15677901e-01,-2.60055802e-01,3.95165579e-01,3.73688927e-01,1.20694409e-01,-2.42434120e-01,-1.11043673e-01,-2.31100958e-01,-1.59175625e-01,-9.68923801e-02,-1.96189103e-01,1.09968257e-01,-3.08170825e-02,2.39576822e-01,-2.83994373e-01,2.63394402e-01,6.62002573e-02
NODE_16_length_61116_cov_84.262029.0,3.49018106e-02,3.22802782e+00,-1.25942818e+00,-5.00634635e-01,-5.20796543e-01,-1.88217915e-01,-2.72815803e-01,-1.08597303e-02,8.80563270e-02,-2.76240697e-01,-1.31705475e-01,2.18325994e-01,4.83283398e-01,3.78313208e-02,-3.88088588e-01,1.16117437e-01,1.91751823e-01,1.81151194e-01,-1.64923471e-01,1.62502937e-01,3.30140937e-01
NODE_16_length_61116_cov_84.262029.1,7.87828303e-01,4.14234890e+00,-4.87541763e-01,-2.29087049e-01,-3.65780290e-01,4.13260142e-02,-9.72727812e-02,-2.62790193e-02,-8.57585238e-02,6.36391159e-01,-2.48972622e-01,2.27161227e-01,1.44527893e-01,-9.11590870e-02,-2.46959207e-01,-6.37822909e-01,-1.97876647e-02,5.65929428e-01,1.66159246e-01,2.34776605e-01,-1.31078737e-02
NODE_16_length_61116_cov_84.262029.2,-1.19365024e-01,4.41242806e+00,-2.70197572e-01,-4.92665380e-01,7.09478561e-01,2.86839681e-01,-2.61561624e-01,2.01624563e-01,-2.50695565e-01,1.64421501e-01,1.28033856e-01,-6.05960559e-02,-7.26519084e-01,1.03645993e-01,3.11271117e-01,2.30500594e-02,-4.12267612e-01,-4.39274294e-01,7.68434820e-01,-1.93586575e-01,2.03858550e-01
NODE_16_length_61116_cov_84.262029.3,-6.15472637e-02,3.44635389e+00,-6.61744783e-01,-1.73057471e-01,-3.25582949e-01,-1.37379602e-01,-1.21531680e-01,-5.36289586e-01,-3.21491247e-02,1.47191343e-01,4.52833595e-01,8.43533512e-02,4.43018214e-01,-2.70308487e-03,-3.31366216e-02,-4.63667155e-02,-1.47967305e-01,6.00577041e-02,3.86033904e-01,1.81761449e-01,3.69316072e-02
NODE_16_length_61116_cov_84.262029.4,4.74613994e-01,3.71834927e+00,-6.35609532e-01,-6.41580324e-01,-1.75892529e-01,7.97448625e-02,3.38156067e-01,1.54566352e-01,-1.65136815e-01,5.44789001e-02,2.79255255e-01,-3.86856649e-01,4.27508665e-01,-8.78370310e-02,2.62656333e-01,-8.31960062e-02,1.01840703e-02,-1.19676358e-01,1.54196178e-01,-5.27056990e-02,1.42448251e-01
NODE_17_length_60787_cov_93.076972.0,-4.64374754e+00,-1.63602179e+00,-1.95206898e-01,-8.66953534e-01,3.11746951e-01,3.73177168e-01,1.26947879e-01,1.54603635e-01,6.68651866e-02,3.53717719e-01,-2.34980471e-01,3.61000934e-01,4.71701013e-01,3.55767458e-03,-6.81959948e-02,-7.46842329e-04,7.13976256e-02,3.78407183e-01,1.43397380e-01,-1.17464363e-01,2.87703122e-01
NODE_17_length_60787_cov_93.076972.1,-4.58510061e+00,-1.38618284e+00,4.72825013e-02,-3.82624275e-01,9.96375954e-02,4.80415813e-01,-1.35669941e-01,-2.23874116e-01,3.12649453e-01,9.04417724e-01,1.42262143e-01,-1.50437720e-01,1.71620807e-01,2.02298107e-01,-5.78647273e-02,-1.07405251e-01,1.48670273e-01,2.89435853e-01,3.42796028e-01,4.48581583e-01,-1.19227147e-01
NODE_17_length_60787_cov_93.076972.2,-4.79414620e+00,-1.49190026e+00,8.37379994e-02,-7.05045852e-01,5.37727698e-01,3.21318024e-01,2.14361989e-01,8.55879373e-02,6.95637269e-03,6.53631340e-01,4.56711022e-01,-3.43833686e-01,-5.06118352e-01,6.51961721e-01,-1.03866003e-01,-1.47691052e-02,-3.55885243e-01,-1.12788233e-01,4.57805931e-01,1.67537535e-01,8.15046927e-02
NODE_17_length_60787_cov_93.076972.3,-3.77821808e+00,-4.23979733e-01,9.92165881e-01,-2.97028268e-01,1.57224098e-01,1.32776905e-01,-6.58859765e-01,-1.00833677e-01,-2.47849389e-01,-5.47603751e-02,-2.42785831e-01,-1.37332973e-01,-7.54662306e-02,-4.94838062e-01,9.18994487e-02,-6.82028881e-01,4.81813194e-01,3.99549133e-01,1.36980681e-01,1.23804295e-01,2.05135810e-01
NODE_17_length_60787_cov_93.076972.4,-4.79096665e+00,-1.83388028e+00,2.19629428e-01,-1.02708829e+00,6.70308157e-01,4.46162953e-01,-3.29622987e-01,-9.09936131e-03,-8.48600555e-02,-1.57113009e-01,-4.05709776e-01,-4.39993130e-01,-6.41620419e-01,1.12957279e-01,-1.53957706e-01,1.50436483e-01,3.40159570e-01,-2.17406724e-03,-8.58015617e-02,5.56012594e-01,-2.12096003e-01
NODE_18_length_57661_cov_83.486854.0,8.11895393e-01,3.54448572e+00,-5.17476687e-01,-3.46038456e-01,-5.05348266e-01,2.47769816e-02,-5.67098370e-01,2.16407713e-01,-2.04904791e-01,-1.37248303e-01,1.44346312e-01,-3.99412871e-01,-1.35937099e-01,1.89657332e-01,-5.63346580e-01,-2.02934728e-01,-1.80388692e-01,7.05087000e-02,-3.73871146e-01,-4.26807074e-03,5.45995901e-01
NODE_18_length_57661_cov_83.486854.1,1.27850598e+00,4.46166082e+00,1.77265322e-02,-3.44539560e-01,-5.10336415e-01,-4.00145059e-01,-1.73585869e-01,2.37337010e-01,-4.94123507e-02,-1.39769954e-01,-3.59878330e-02,-2.95541605e-01,1.97382944e-01,-7.39160110e-01,2.59153435e-01,-2.65793762e-01,-1.92904925e-01,2.28968708e-01,2.69064942e-01,4.49016008e-01,1.65376918e-01
NODE_18_length_57661_cov_83.486854.2,5.16988152e-01,4.81062130e+00,-1.54533982e-01,-4.77723719e-01,6.34411014e-02,-4.76758580e-01,9.16952330e-01,3.99793011e-02,2.01163425e-01,4.93596903e-01,4.34611647e-01,3.24708122e-01,-1.62738036e-01,-3.24343854e-01,6.47162206e-02,1.62583313e-01,-4.98407254e-01,-1.85023733e-02,4.17028195e-01,-9.05876953e-03,-3.97169248e-01
NODE_18_length_57661_cov_83.486854.3,-1.15290603e+00,3.01873763e+00,-1.39649962e-01,5.11067238e-01,7.69323014e-01,3.65694340e-02,3.88788495e-01,-6.68061361e-01,-9.06005954e-01,-1.10492098e-01,8.49594245e-02,1.89244442e-01,6.48564788e-01,1.05592212e-02,-2.62708401e-01,-8.29503662e-03,-1.24517632e-01,-2.87136421e-01,1.81850305e-01,2.60940235e-01,4.03673123e-01
NODE_18_length_57661_cov_83.486854.4,7.20803384e-01,4.10730663e+00,4.71816084e-02,-4.80702891e-01,-8.17716852e-02,-2.73488547e-01,1.01965895e-01,5.96927508e-02,8.93655844e-02,-6.11813099e-02,-7.54179852e-02,-2.07741749e-03,-3.36640192e-01,-3.66914494e-01,-2.34898278e-01,1.45482762e-01,-2.73085529e-01,2.02449094e-01,1.79583571e-01,1.01854657e-01,2.64225879e-02
NODE_19_length_54512_cov_14.152824.0,1.19394094e+01,-1.47817219e+00,1.58707767e-01,-1.81432492e-01,9.46906708e-01,-7.85931007e-01,4.29787695e-01,1.26498711e-01,-6.98319912e-01,5.95266168e-01,-4.51737909e-01,1.74810221e-01,-2.06336001e-01,5.71336885e-02,3.04199819e-01,7.32133180e-01,2.70988764e-01,1.40179137e-01,-5.66783113e-02,-1.28327437e-01,3.25738198e-02
NODE_19_length_54512_cov_14.152824.1,1.19948040e+01,-1.24496234e+00,1.24940135e-01,-1.85795800e-01,1.48001984e+00,-6.43975248e-01,-4.16565560e-02,-6.91510601e-01,-3.20082987e-02,3.03162788e-01,3.54891438e-01,1.38978147e-01,-1.34167975e-01,2.22109883e-01,4.22413278e-01,6.52450754e-02,3.57661529e-01,9.22278662e-02,1.37420893e-03,2.98694576e-01,4.00996635e-01
NODE_19_length_54512_cov_14.152824.2,1.11123716e+01,-1.08705274e+00,4.90746431e-01,8.14175957e-02,-9.05515958e-02,7.40239524e-02,2.46584195e-03,2.28986326e-02,3.11647942e-01,5.75365771e-01,-4.12324179e-01,8.62737256e-03,2.66044490e-02,-3.97028046e-01,1.56603077e-01,-1.55573958e-01,2.57481895e-01,-3.51403174e-02,6.55286548e-01,-3.68619354e-01,-1.97130589e-01
NODE_19_length_54512_cov_14.152824.3,1.12971907e+01,-1.83411581e+00,-1.62328170e-01,-2.44034375e-01,2.14016578e-01,-6.46913047e-01,8.03909893e-01,4.29771206e-01,2.92264407e-01,-5.49304282e-02,-5.21936046e-01,-6.04678138e-02,-1.66525042e-01,-3.28206002e-01,-2.39089854e-01,-5.36772077e-01,-2.95464492e-02,2.84236781e-01,2.12335306e-01,-5.38073290e-02,-1.43339453e-01
NODE_19_length_54512_cov_14.152824.4,1.12085133e+01,-1.72207471e+00,-5.21123350e-01,-2.99119464e-01,3.55228413e-01,-2.44359341e-01,4.66369993e-01,6.90618365e-01,-4.86356811e-02,-8.19493255e-02,-4.81547977e-01,-1.51371855e-01,2.15517313e-01,1.91141364e-01,2.08252937e-02,-4.33122692e-01,3.45609849e-01,2.07572984e-01,-2.39086175e-02,-2.00802943e-01,-7.08165332e-01
NODE_20_length_53612_cov_15.351191.0,1.05099229e+01,-1.25090926e+00,3.11918562e-01,-8.74372654e-02,-5.73890002e-02,4.07574743e-01,4.11980184e-01,5.28390202e-01,-4.29988564e-01,4.59833238e-01,-8.67615370e-01,-6.65545911e-01,-8.45901009e-02,1.85638897e-02,-2.68801825e-01,1.48838868e-02,3.31305846e-01,2.34662298e-01,9.14761203e-02,-3.75639442e-01,-7.30162076e-01
NODE_20_length_53612_cov_15.351191.1,1.13213327e+01,-1.71055167e+00,1.44536266e-01,-2.84570175e-02,3.92076490e-01,-9.89757144e-02,4.32704014e-02,4.67847798e-01,3.67908521e-01,-2.92805899e-01,-3.58769901e-01,-8.04287682e-03,1.89396089e-01,1.69806262e-01,-1.59439289e-01,-4.00419310e-01,-4.49081868e-01,-3.17809523e-01,1.93626308e-01,-3.29107803e-01,-6.52111115e-03
NODE_20_length_53612_cov_15.351191.2,1.11636632e+01,-1.31936313e+00,-1.69805347e-01,3.62494037e-02,1.96185140e-01,-2.39521048e-01,-6.99473220e-01,1.57414671e-01,-7.63673676e-01,6.87607526e-01,4.72664656e-02,1.79130306e-01,-2.14975157e-01,-1.09215700e-02,3.50311564e-01,6.59925830e-01,1.55588005e-01,-1.00755631e-02,-8.04341405e-02,1.52652771e-01,-2.46884886e-01
NODE_20_length_53612_cov_15.351191.3,1.22914010e+01,-1.49059208e+00,-3.88023149e-01,-3.65806436e-01,1.24360124e+00,-7.63666183e-01,1.04210994e-01,-5.66567482e-01,1.29118983e-01,7.10505705e-01,-2.44151985e-02,-1.31681511e-01,1.55322059e-02,4.08346068e-01,3.61785054e-01,2.16211222e-01,1.26279976e-01,1.11527998e-01,-7.22501449e-02,3.68454742e-01,3.55283164e-01
NODE_20_length_53612_cov_15.351191.4,1.22007424e+01,-2.13629253e+00,-5.67289908e-02,-2.20378440e-01,6.39307632e-01,-6.05504474e-01,7.39588903e-01,2.43103710e-02,8.18680220e-01,-4.34086276e-01,-6.86997247e-01,2.20997806e-02,-6.22613402e-03,1.21383438e-01,-1.59679981e-01,-4.43674122e-01,-4.80368045e-01,2.46977206e-01,-9.18371498e-03,1.58153748e-01,5.53691700e-02
NODE_21_length_49183_cov_77.902150.0,-3.52764735e+00,-2.24780202e+00,2.71008109e-01,-1.42618856e+00,4.13974340e-02,2.36786436e-01,1.63789959e+00,2.55477206e-01,-7.12437464e-01,-3.45926950e-01,-8.35299584e-02,4.70594362e-01,-3.07997122e-01,-8.48647774e-02,1.81595904e-01,4.20521564e-02,-3.76287504e-01,1.11229116e-02,-4.77472621e-01,1.35703014e-02,5.03082704e-01
NODE_21_length_49183_cov_77.902150.1,-4.46688346e+00,-1.31900470e+00,-8.73419608e-01,-1.32501486e+00,1.07659883e-01,-1.30078915e-01,7.54807117e-01,4.79734120e-01,7.88430429e-01,7.39505407e-02,4.42766615e-01,-9.14374432e-02,-6.41346116e-01,3.17396621e-01,-7.94318496e-02,3.60707864e-01,6.11235902e-02,5.38669064e-02,3.96979450e-02,-5.83007570e-01,8.56815576e-02
NODE_21_length_49183_cov_77.902150.2,-5.16735055e+00,-2.07651404e+00,-5.05932128e-01,-4.78972294e-01,1.80432585e-01,3.13170800e-02,7.42080007e-01,-4.30348220e-01,-4.15765084e-02,5.92387564e-01,-7.77382201e-01,7.26562557e-01,-4.86091845e-01,-4.70682958e-01,1.52250958e-01,4.35043053e-01,5.72481526e-02,1.98027139e-02,-5.61790043e-01,1.28859861e-01,2.56801375e-01
NODE_21_length_49183_cov_77.902150.3,-5.77443725e+00,-2.55022207e+00,-8.17886115e-01,-7.62441547e-01,7.12570232e-01,5.45598469e-01,-2.09942112e-02,-5.95206139e-01,-8.41475821e-02,3.47037244e-01,-3.72661693e-03,8.09697804e-02,-3.71766242e-01,-3.62666494e-01,3.47504335e-01,8.73659585e-02,1.80247722e-01,-8.24931704e-02,-2.77295528e-01,5.96400750e-01,-3.66545819e-01
NODE_22_length_46028_cov_91.703641.0,1.05139779e+00,3.60866631e+00,-2.56830749e-01,-8.11161254e-01,-4.39305832e-01,1.90800940e-01,-6.98940566e-02,4.60566007e-01,-6.18973102e-01,-2.14258899e-01,-5.13833683e-01,-1.70142282e-01,-9.91730768e-02,3.05999607e-01,-3.11096366e-02,-2.26229571e-01,2.22436194e-01,1.30471641e-01,-1.08092089e-01,2.37719158e-01,-1.54932322e-02
NODE_22_length_46028_cov_91.703641.1,1.54457954e+00,4.23744621e+00,-9.57301557e-02,-6.90297627e-01,-8.63544493e-01,-4.11664459e-01,7.84957968e-01,2.20736155e-01,-1.28424505e-02,3.11897176e-02,3.27839113e-01,-1.93206473e-01,2.20697024e-01,5.65264184e-02,1.46421634e-01,-2.00905582e-02,3.52985143e-01,8.90914277e-02,-9.97576913e-02,-3.27555297e-01,1.95870586e-01
NODE_22_length_46028_cov_91.703641.2,5.61147881e-01,3.88134500e+00,-3.25834911e-01,-3.36190192e-01,1.67223558e-02,-5.01554319e-01,-4.87564890e-01,4.70645659e-01,6.49864494e-02,-2.62750418e-01,-5.33993933e-01,-1.44929780e-02,-1.23560979e-01,-4.53011950e-01,-2.53675927e-01,-1.26051186e-01,4.83814334e-02,2.31286876e-01,6.97595947e-02,2.01836951e-01,-6.49708957e-02
NODE_22_length_46028_cov_91.703641.3,8.45145254e-01,3.91613778e+00,-5.36488791e-01,-6.07495476e-01,-6.78861402e-01,-2.70345713e-01,-5.17531707e-02,1.57301699e-01,-1.00208670e-01,3.00216464e-02,-1.33877475e-01,-3.22082732e-01,1.57840945e-01,-2.27542634e-01,9.99082576e-02,-6.67037872e-02,1.66298355e-01,-6.62545281e-02,2.75507931e-01,1.32899661e-01,4.51596301e-03
