Query	Subject	Evalue	PID	Subject_Pid	Coverage	Query_coverage
NODE_21_length_49183_cov_77.902150_11	COG0534	1.34e-92	0.3117	0.3055	0.9802	0.9389
NODE_23_length_45256_cov_14.588791_22	COG2038	1.91e-77	0.3385	0.317	0.9366	0.8713
NODE_28_length_40494_cov_90.345696_34	COG0716	9.3e-14	0.253	0.2781	1.099	1.018
NODE_38_length_32562_cov_74.891242_1	COG0218	6.94e-74	0.4684	0.445	0.95	0.9694
NODE_38_length_32562_cov_74.891242_18	COG0061	3.4e-74	0.3379	0.3523	1.043	0.9966
NODE_39_length_31805_cov_92.274300_22	COG0677	8.73e-150	0.3814	0.3762	0.9862	1
NODE_39_length_31805_cov_92.274300_26	COG0117	1.99e-61	0.4345	0.4315	0.9932	0.4143
NODE_50_length_29069_cov_79.463473_10	COG1770	3.04e-52	0.2528	0.2009	0.7947	0.5514
NODE_52_length_28942_cov_86.086333_17	COG0619	5.87e-27	0.2785	0.2421	0.869	0.7878
NODE_55_length_27367_cov_83.765775_4	COG3877	1.98e-17	0.3647	0.2541	0.6967	0.9551
NODE_61_length_25471_cov_92.689415_1	COG0154	2.11e-146	0.4193	0.4211	1.004	1.039
NODE_87_length_19394_cov_15.324377_16	COG0285	5.72e-144	0.4252	0.4262	1.002	0.9661
NODE_98_length_17144_cov_108.543857_8	COG0488	0	0.4254	0.4358	1.025	0.8341
NODE_108_length_15443_cov_80.435312_6	COG2839	7.08e-15	0.3418	0.3375	0.9875	0.9349
NODE_109_length_15321_cov_57.529389_15	COG1373	2.21e-19	0.2367	0.2462	1.04	1.045
NODE_110_length_15222_cov_93.632684_5	COG0095	4.47e-54	0.3333	0.3347	1.004	0.7545
NODE_121_length_13568_cov_75.575421_7	COG3920	8.14e-74	0.4305	0.4344	1.009	0.3961
NODE_122_length_13567_cov_86.434618_7	COG0768	4.25e-140	0.3193	0.3289	1.03	1.023
NODE_178_length_7552_cov_87.285886_1	COG0438	2.86e-40	0.2404	0.2467	1.026	1.018
NODE_194_length_6656_cov_13.544004_3	COG0368	3.86e-39	0.2823	0.2927	1.037	0.9696
NODE_201_length_6353_cov_60.931166_5	COG1078	6.57e-80	0.3301	0.3183	0.9644	0.9927
NODE_252_length_4073_cov_56.134134_2	COG4121	2.33e-17	0.1891	0.1786	0.9444	1.092
NODE_267_length_3761_cov_48.637079_4	COG0266	5.52e-45	0.3386	0.2344	0.6923	1.027
NODE_284_length_3446_cov_71.176017_2	COG0778	3.78e-15	0.2139	0.1787	0.8357	0.8522
NODE_478_length_737_cov_1.993939_2	COG1222	1.95e-27	0.6923	0.08867	0.1281	0.4561
NODE_604_length_474_cov_4.178841_1	COG0108	5.87e-80	0.6306	0.4877	0.7734	1
NODE_628_length_445_cov_2.285326_1	COG0399	1.02e-38	0.4231	0.1471	0.3476	0.9774
NODE_1_length_174676_cov_75.610868_96	COG2229	1.89e-44	0.4345	0.3904	0.8984	1.077
NODE_2_length_162612_cov_78.117187_108	COG1921	7.77e-65	0.2236	0.2203	0.9848	1.016
NODE_3_length_156794_cov_85.676493_40	COG0864	3.46e-55	0.5188	0.5074	0.9779	0.9638
NODE_4_length_156707_cov_15.332159_38	COG1587	1.04e-36	0.272	0.2742	1.008	0.9766
NODE_4_length_156707_cov_15.332159_43	COG2243	1.81e-65	0.3798	0.3846	1.013	0.9834
NODE_4_length_156707_cov_15.332159_73	COG2812	8.01e-45	0.2948	0.1883	0.6388	1.028
NODE_7_length_116193_cov_15.825812_114	COG0589	3.77e-19	0.3403	0.3182	0.9351	0.5035
NODE_11_length_105680_cov_79.303012_17	COG1926	1.55e-57	0.4087	0.3864	0.9455	0.832
NODE_11_length_105680_cov_79.303012_27	COG1730	1.06e-21	0.3139	0.2966	0.9448	0.9448
NODE_13_length_68512_cov_85.489369_51	COG0169	2.91e-104	0.4474	0.4205	0.9399	0.9888
NODE_20_length_53612_cov_15.351191_49	COG0476	1.27e-51	0.3494	0.3425	0.9803	1.069
NODE_23_length_45256_cov_14.588791_8	COG0609	3.79e-82	0.3703	0.3802	1.027	0.3496
NODE_39_length_31805_cov_92.274300_14	COG2244	7.74e-13	0.1884	0.1833	0.9729	0.9359
NODE_48_length_29403_cov_87.015549_1	COG0128	1.24e-77	0.2924	0.2897	0.9907	1.012
NODE_50_length_29069_cov_79.463473_3	COG0328	2.81e-57	0.5035	0.4675	0.9286	0.8773
NODE_50_length_29069_cov_79.463473_5	COG0126	1.48e-78	0.3427	0.3722	1.086	0.9977
NODE_53_length_28243_cov_80.347582_13	COG2248	1.95e-114	0.461	0.4474	0.9704	1.003
NODE_59_length_25699_cov_33.101163_25	COG0484	1.31e-27	0.5454	0.09703	0.1779	0.1947
NODE_65_length_24649_cov_13.471268_1	COG1782	0	0.5726	0.5447	0.9513	1.007
NODE_68_length_24288_cov_91.633266_17	COG0545	1.02e-12	0.3273	0.1756	0.5366	0.5612
NODE_82_length_20708_cov_87.430178_16	COG1538	1.43e-48	0.2136	0.2057	0.9628	0.9263
NODE_89_length_18731_cov_68.749759_6	COG0787	1.37e-110	0.3616	0.3667	1.014	0.4457
NODE_98_length_17144_cov_108.543857_6	COG0575	7.47e-34	0.2778	0.283	1.019	0.9712
NODE_99_length_17036_cov_100.009611_8	COG0642	1.69e-13	0.3402	0.09822	0.2887	0.548
NODE_101_length_16387_cov_16.036787_12	COG1676	1.17e-39	0.3977	0.3867	0.9724	0.5029
NODE_113_length_15166_cov_86.275366_2	COG0011	2.02e-31	0.48	0.48	1	0.9901
NODE_121_length_13568_cov_75.575421_4	COG0040	3.17e-68	0.2455	0.2793	1.138	1
NODE_134_length_12151_cov_82.742587_5	COG1679	0	0.5589	0.5534	0.9901	1.008
NODE_157_length_9394_cov_83.787163_1	COG4690	6.49e-50	0.2306	0.2629	1.14	0.9396
NODE_178_length_7552_cov_87.285886_2	COG0784	1.97e-26	0.3158	0.2769	0.8769	0.9048
NODE_200_length_6360_cov_48.354130_4	COG3513	3.13e-28	0.1913	0.2188	1.143	0.8047
NODE_202_length_6333_cov_98.047954_3	COG2204	1.19e-120	0.3753	0.3276	0.8728	0.9902
NODE_284_length_3446_cov_71.176017_3	COG0863	2.05e-31	0.2283	0.2086	0.9139	1.049
NODE_324_length_2633_cov_62.634194_3	COG2184	2.03e-33	0.3816	0.2886	0.7562	0.7488
NODE_729_length_341_cov_5.518939_1	COG0669	8.36e-11	0.5	0.1132	0.2264	0.8372
NODE_2_length_162612_cov_78.117187_72	COG0099	9.63e-41	0.3566	0.4215	1.182	0.9533
NODE_2_length_162612_cov_78.117187_92	COG0186	6.63e-34	0.4762	0.4598	0.9655	0.7925
NODE_2_length_162612_cov_78.117187_173	COG0716	2.4e-19	0.2129	0.2185	1.026	0.9936
NODE_3_length_156794_cov_85.676493_2	COG0206	6.98e-122	0.5359	0.5296	0.9882	0.8721
NODE_5_length_138743_cov_15.678321_17	COG1131	4.11e-92	0.4596	0.3686	0.802	0.9751
NODE_5_length_138743_cov_15.678321_33	COG1407	1.32e-34	0.2973	0.2809	0.9447	0.8672
NODE_5_length_138743_cov_15.678321_52	COG0082	1.43e-125	0.4486	0.3902	0.8699	1.003
NODE_5_length_138743_cov_15.678321_129	COG0330	7.46e-61	0.3776	0.3814	1.01	0.8144
NODE_7_length_116193_cov_15.825812_132	COG4095	1.5e-19	0.3977	0.3933	0.9888	0.9362
NODE_10_length_107865_cov_90.702212_9	COG2260	4.06e-20	0.537	0.4915	0.9153	0.9153
NODE_12_length_102272_cov_16.001243_7	COG0010	1.28e-74	0.3521	0.3279	0.9311	0.993
NODE_12_length_102272_cov_16.001243_71	COG0111	8.88e-114	0.5031	0.4969	0.9877	0.6038
NODE_12_length_102272_cov_16.001243_99	COG1711	7.27e-11	0.2446	0.2556	1.045	0.932
NODE_15_length_61306_cov_84.763935_50	COG4079	2.05e-79	0.3581	0.3788	1.058	0.9968
NODE_15_length_61306_cov_84.763935_51	COG1235	1.12e-28	0.1852	0.1859	1.004	1.004
NODE_54_length_27760_cov_92.635264_24	COG1198	0	0.3439	0.3849	1.119	1
NODE_62_length_25314_cov_100.626540_9	COG0658	2.41e-26	0.2662	0.181	0.6799	0.432
NODE_63_length_24989_cov_17.225112_4	COG0150	7.68e-121	0.4336	0.4261	0.9826	1
NODE_67_length_24356_cov_78.907986_4	COG2524	2.06e-129	0.5483	0.5408	0.9864	0.9864
NODE_68_length_24288_cov_91.633266_10	COG2849	1.28e-24	0.2951	0.313	1.061	0.4053
NODE_77_length_22302_cov_86.782542_1	COG1629	2.91e-17	0.1632	0.1445	0.8854	1.046
NODE_80_length_21122_cov_73.829936_10	COG0110	7.98e-14	0.3951	0.1684	0.4263	0.4133
NODE_104_length_15774_cov_97.478117_6	COG3764	1.5e-12	0.2411	0.1619	0.6714	0.3279
NODE_105_length_15670_cov_82.357404_15	COG1921	3.56e-92	0.4047	0.3924	0.9696	0.8063
NODE_109_length_15321_cov_57.529389_13	COG0863	4.08e-46	0.3563	0.3079	0.8642	0.9388
NODE_124_length_13217_cov_102.314840_8	COG1538	2.52e-31	0.1909	0.1838	0.9628	0.9586
NODE_160_length_9094_cov_80.093823_5	COG0664	1.01e-32	0.2452	0.2383	0.972	0.5576
NODE_178_length_7552_cov_87.285886_3	COG2876	1.09e-54	0.3621	0.3077	0.8497	0.6943
NODE_202_length_6333_cov_98.047954_7	COG1449	1.75e-82	0.3405	0.2309	0.678	1.053
NODE_207_length_5836_cov_71.861087_3	COG1322	7.9e-97	0.3257	0.3192	0.9799	0.991
NODE_208_length_5815_cov_16.029453_2	COG0673	1.98e-58	0.2419	0.2398	0.9912	1.027
NODE_267_length_3761_cov_48.637079_2	COG0004	4.37e-164	0.5827	0.577	0.9902	0.9902
NODE_305_length_2917_cov_115.490493_1	COG1912	1.83e-47	0.2943	0.291	0.9888	1.008
NODE_752_length_321_cov_6.344262_1	COG0286	3.66e-12	0.4651	0.0409	0.08793	1
NODE_1_length_174676_cov_75.610868_148	COG0298	2.31e-26	0.4683	0.4512	0.9634	1.026
NODE_2_length_162612_cov_78.117187_126	COG0110	1.45e-22	0.2798	0.2474	0.8842	0.7742
NODE_2_length_162612_cov_78.117187_138	COG1253	3.84e-123	0.3688	0.3636	0.986	0.957
NODE_3_length_156794_cov_85.676493_13	COG0589	1.61e-33	0.4065	0.4091	1.006	1.033
NODE_3_length_156794_cov_85.676493_14	COG0402	4.04e-66	0.2725	0.266	0.9762	1.073
NODE_3_length_156794_cov_85.676493_88	COG0417	4.85e-66	0.3867	0.1098	0.2841	1
NODE_3_length_156794_cov_85.676493_125	COG0826	5.66e-129	0.4347	0.4409	1.014	0.8627
NODE_3_length_156794_cov_85.676493_132	COG1898	1.44e-37	0.2848	0.2486	0.8728	0.9679
NODE_3_length_156794_cov_85.676493_142	COG1216	2.3e-51	0.2786	0.2951	1.059	0.9255
NODE_4_length_156707_cov_15.332159_75	COG1474	9.46e-66	0.3059	0.3142	1.027	0.9519
NODE_7_length_116193_cov_15.825812_1	COG0034	0	0.4696	0.4596	0.9787	0.9705
NODE_7_length_116193_cov_15.825812_20	COG1994	4.03e-12	0.2652	0.2087	0.787	0.8619
NODE_7_length_116193_cov_15.825812_116	COG1131	1.11e-86	0.3366	0.3515	1.044	0.9563
NODE_8_length_112668_cov_91.537734_54	COG1572	2.77e-13	0.2282	0.1122	0.4917	0.4185
NODE_9_length_111157_cov_16.817258_18	COG0006	2.23e-83	0.3398	0.3203	0.9427	1.003
NODE_9_length_111157_cov_16.817258_20	COG1371	1.07e-37	0.4593	0.4526	0.9854	0.9783
NODE_10_length_107865_cov_90.702212_12	COG1631	4.03e-36	0.5851	0.5851	1	1
NODE_13_length_68512_cov_85.489369_46	COG1082	9.47e-36	0.2924	0.2956	1.011	1.082
NODE_15_length_61306_cov_84.763935_10	COG0415	2.33e-84	0.2327	0.2191	0.9414	0.9476
NODE_20_length_53612_cov_15.351191_3	COG1786	7.56e-43	0.5538	0.5496	0.9924	0.4833
NODE_20_length_53612_cov_15.351191_42	COG0083	3.1e-79	0.3713	0.3813	1.027	0.9871
NODE_22_length_46028_cov_91.703641_42	COG2140	3.32e-38	0.2897	0.2967	1.024	0.7483
NODE_35_length_35877_cov_118.067291_30	COG0256	2.38e-39	0.4667	0.448	0.96	1
NODE_54_length_27760_cov_92.635264_6	COG2985	3.9e-107	0.3663	0.3474	0.9485	0.9736
NODE_62_length_25314_cov_100.626540_12	COG0816	4.1e-29	0.3217	0.3262	1.014	0.8773
NODE_68_length_24288_cov_91.633266_16	COG0545	8.42e-30	0.3768	0.2537	0.6732	0.4694
NODE_73_length_23363_cov_83.367216_5	COG0489	1.04e-28	0.331	0.1811	0.5472	0.1775
NODE_79_length_21609_cov_73.352870_9	COG0389	3.93e-64	0.2725	0.2825	1.037	0.8759
NODE_92_length_18148_cov_93.895191_4	COG2148	1.93e-70	0.4365	0.3805	0.8717	1.005
NODE_93_length_18093_cov_92.739842_15	COG0385	1.02e-55	0.2958	0.2633	0.8903	0.8378
NODE_94_length_17947_cov_82.703581_19	COG1964	0	0.464	0.4884	1.053	1.004
NODE_111_length_15209_cov_86.841396_4	COG0756	1.83e-72	0.5946	0.5946	1	1.021
NODE_129_length_12742_cov_98.684801_1	COG1866	0	0.4232	0.4272	1.009	0.9502
NODE_133_length_12165_cov_82.745864_2	COG0682	1.14e-39	0.3185	0.324	1.017	1.05
NODE_140_length_11264_cov_15.934746_1	COG2510	1.22e-13	0.4677	0.2071	0.4429	0.9394
NODE_163_length_8789_cov_78.875344_3	COG1971	5.21e-36	0.4286	0.4263	0.9947	0.9947
NODE_164_length_8519_cov_83.638593_3	COG4746	8.24e-23	0.4805	0.4625	0.9625	0.8652
NODE_198_length_6367_cov_114.826550_4	COG1216	2.3e-52	0.3103	0.2951	0.9508	0.4462
NODE_376_length_1825_cov_16.040046_1	COG0156	1.9e-55	0.3837	0.1572	0.4098	0.9408
NODE_1_length_174676_cov_75.610868_127	COG1514	2.84e-54	0.3607	0.3667	1.017	1
NODE_3_length_156794_cov_85.676493_109	COG0047	7.61e-116	0.5022	0.4935	0.9827	1.046
NODE_4_length_156707_cov_15.332159_109	COG0456	6.42e-19	0.2987	0.2599	0.8701	1.027
NODE_4_length_156707_cov_15.332159_116	COG1492	0	0.4765	0.4794	1.006	0.815
NODE_5_length_138743_cov_15.678321_120	COG1924	3.07e-153	0.396	0.404	1.02	0.9902
NODE_6_length_125980_cov_87.281550_25	COG4063	9.01e-118	0.6862	0.6891	1.004	0.9917
NODE_6_length_125980_cov_87.281550_56	COG1267	1.88e-24	0.3129	0.2875	0.9187	0.4212
NODE_6_length_125980_cov_87.281550_64	COG1917	6.54e-13	0.2979	0.2137	0.7176	0.8319
NODE_7_length_116193_cov_15.825812_122	COG1746	3.58e-129	0.4118	0.3792	0.921	0.9231
NODE_8_length_112668_cov_91.537734_80	COG1287	4.54e-13	0.2236	0.09056	0.4049	0.5917
NODE_9_length_111157_cov_16.817258_31	COG0012	1.8e-119	0.3292	0.3575	1.086	1.023
NODE_10_length_107865_cov_90.702212_67	COG4591	1.99e-32	0.2379	0.2402	1.01	1.141
NODE_10_length_107865_cov_90.702212_107	COG1474	1.29e-113	0.4187	0.429	1.025	0.9791
NODE_11_length_105680_cov_79.303012_29	COG1976	6.21e-86	0.5158	0.5135	0.9955	0.9822
NODE_11_length_105680_cov_79.303012_98	COG1028	4.73e-30	0.3615	0.1873	0.5179	0.942
NODE_12_length_102272_cov_16.001243_9	COG1392	8.92e-16	0.2228	0.2074	0.9309	0.9619
NODE_12_length_102272_cov_16.001243_91	COG0442	6.91e-155	0.3259	0.322	0.988	1.042
NODE_13_length_68512_cov_85.489369_58	COG0501	1.34e-47	0.2796	0.3046	1.089	1.028
NODE_17_length_60787_cov_93.076972_36	COG1555	2.25e-11	0.2544	0.1946	0.7651	0.3065
NODE_19_length_54512_cov_14.152824_50	COG1032	4.9e-43	0.2073	0.2326	1.122	0.9804
NODE_21_length_49183_cov_77.902150_12	COG2885	5.4e-40	0.4444	0.2737	0.6158	0.1803
NODE_30_length_38810_cov_89.773191_8	COG1884	0	0.583	0.5766	0.9891	0.7623
NODE_30_length_38810_cov_89.773191_24	COG2878	7.14e-43	0.2987	0.3485	1.167	0.8077
NODE_36_length_34693_cov_81.086492_6	COG3943	4.48e-76	0.4625	0.3374	0.7295	0.8922
NODE_36_length_34693_cov_81.086492_15	COG3118	8.08e-18	0.4118	0.1151	0.2796	0.7083
NODE_43_length_30340_cov_108.852394_19	COG1212	5.34e-97	0.4556	0.4575	1.004	0.992
NODE_45_length_29892_cov_79.173470_17	COG0466	0	0.5267	0.5179	0.9834	0.9424
NODE_78_length_21976_cov_14.470798_8	COG1120	7.8e-116	0.4921	0.4845	0.9845	0.8639
NODE_85_length_19958_cov_88.708214_4	COG0629	1.76e-38	0.3293	0.3293	1	1.025
NODE_105_length_15670_cov_82.357404_12	COG1595	3.85e-39	0.2581	0.2637	1.022	0.949
NODE_144_length_10623_cov_104.355964_2	COG1251	5.58e-12	0.4314	0.02774	0.06431	0.8644
NODE_156_length_9517_cov_83.913242_8	COG1548	8.39e-130	0.4586	0.4697	1.024	0.9971
NODE_157_length_9394_cov_83.787163_9	COG0642	4.25e-48	0.3205	0.2232	0.6964	0.4699
NODE_164_length_8519_cov_83.638593_2	COG1853	3.23e-37	0.2959	0.2841	0.9602	0.8895
NODE_229_length_5042_cov_96.637865_2	COG0338	9.01e-54	0.2626	0.2664	1.015	1
NODE_241_length_4529_cov_16.751797_6	COG2092	5.13e-13	0.2771	0.2614	0.9432	0.9326
NODE_258_length_3890_cov_31.951220_1	COG1195	1.66e-17	0.4242	0.07713	0.1818	1
NODE_274_length_3658_cov_29.083775_2	COG2378	1.4e-26	0.2229	0.2379	1.068	1.096
NODE_299_length_3025_cov_105.940299_3	COG2870	2.8e-97	0.4169	0.2848	0.6831	0.9667
NODE_300_length_3000_cov_133.729046_1	COG3291	2.56e-15	0.2722	0.165	0.6061	0.185
NODE_340_length_2357_cov_6.827193_2	COG3177	1.36e-40	0.2544	0.2098	0.8247	0.6674
NODE_597_length_481_cov_4.658416_2	COG2522	1.02e-26	0.2759	0.2689	0.9748	0.9206
NODE_904_length_261_cov_27.119565_1	COG1243	1.9e-14	0.5854	0.0466	0.07961	0.9535
NODE_941_length_253_cov_1.238636_1	COG1032	1.21e-11	0.3231	0.04286	0.1327	0.7831
NODE_1_length_174676_cov_75.610868_45	COG0351	3.05e-92	0.4622	0.4182	0.9049	1.026
NODE_1_length_174676_cov_75.610868_143	COG0419	7.3e-57	0.2332	0.2368	1.015	1.131
NODE_1_length_174676_cov_75.610868_165	COG0258	4.34e-48	0.2708	0.2935	1.084	1.021
NODE_2_length_162612_cov_78.117187_71	COG0522	6.67e-38	0.2795	0.2195	0.7854	0.9148
NODE_2_length_162612_cov_78.117187_74	COG2163	3.78e-17	0.4937	0.312	0.632	1.026
NODE_3_length_156794_cov_85.676493_149	COG4041	6.06e-77	0.6908	0.614	0.8889	0.9048
NODE_5_length_138743_cov_15.678321_11	COG5496	6.85e-22	0.3333	0.3	0.9	0.78
NODE_5_length_138743_cov_15.678321_65	COG0522	1.03e-36	0.2755	0.2244	0.8146	0.7696
NODE_5_length_138743_cov_15.678321_142	COG1944	3.53e-98	0.3705	0.3593	0.9698	0.9461
NODE_6_length_125980_cov_87.281550_129	COG2517	2.75e-89	0.5436	0.5982	1.1	1
NODE_8_length_112668_cov_91.537734_49	COG3842	1e-127	0.3966	0.3977	1.003	1.011
NODE_8_length_112668_cov_91.537734_65	COG0174	0	0.4811	0.4876	1.014	1.016
NODE_10_length_107865_cov_90.702212_90	COG0019	4.55e-163	0.4596	0.4619	1.005	0.9231
NODE_11_length_105680_cov_79.303012_13	COG0075	7.35e-179	0.5093	0.5013	0.9843	0.9843
NODE_13_length_68512_cov_85.489369_56	COG0710	1.37e-61	0.386	0.3809	0.987	1.013
NODE_14_length_68432_cov_66.540765_14	COG1134	3.74e-115	0.5285	0.5221	0.988	0.6228
NODE_14_length_68432_cov_66.540765_34	COG1132	5.24e-111	0.3346	0.3104	0.9277	0.8767
NODE_16_length_61116_cov_84.262029_13	COG4974	1.07e-82	0.3569	0.37	1.037	0.9719
NODE_16_length_61116_cov_84.262029_14	COG1268	1.91e-36	0.3687	0.3587	0.9728	0.8524
NODE_17_length_60787_cov_93.076972_23	COG1864	4.23e-51	0.3318	0.2598	0.7829	0.8594
NODE_20_length_53612_cov_15.351191_15	COG0423	0	0.4965	0.5018	1.011	1.005
NODE_28_length_40494_cov_90.345696_23	COG3576	2.21e-25	0.3172	0.2659	0.8382	1.098
NODE_34_length_36600_cov_71.846864_8	COG0836	3.33e-127	0.4	0.4024	1.006	0.928
NODE_40_length_31484_cov_80.441940_5	COG0134	4.21e-81	0.4223	0.4173	0.9882	0.9331
NODE_40_length_31484_cov_80.441940_13	COG0069	2.57e-117	0.36	0.2784	0.7732	0.7545
NODE_47_length_29760_cov_14.955867_9	COG0119	6.41e-158	0.5194	0.5232	1.007	0.7788
NODE_53_length_28243_cov_80.347582_17	COG0640	5.9e-18	0.39	0.3545	0.9091	0.8333
NODE_82_length_20708_cov_87.430178_9	COG2089	1.11e-95	0.3719	0.3055	0.8213	0.9694
NODE_94_length_17947_cov_82.703581_17	COG0066	4.26e-66	0.452	0.4189	0.9267	1.086
NODE_98_length_17144_cov_108.543857_5	COG0465	0	0.5884	0.5084	0.8641	0.7254
NODE_133_length_12165_cov_82.745864_8	COG1757	6.69e-57	0.2676	0.2742	1.025	0.7658
NODE_136_length_11995_cov_109.429183_3	COG3292	1.17e-22	0.2165	0.1446	0.6677	0.3011
NODE_148_length_10385_cov_93.850893_1	COG1959	3.68e-30	0.2901	0.2533	0.8733	0.9034
NODE_153_length_9822_cov_8.091534_6	COG0794	1.27e-39	0.3351	0.3168	0.9455	0.9745
NODE_163_length_8789_cov_78.875344_4	COG0527	2.14e-84	0.309	0.2752	0.8904	0.9499
NODE_175_length_7596_cov_89.744913_2	COG0252	1.37e-86	0.3032	0.2963	0.9772	1.012
NODE_187_length_7121_cov_125.160278_6	COG0277	3.55e-85	0.2887	0.329	1.139	0.5381
NODE_226_length_5168_cov_8.880574_1	COG0790	1.19e-20	0.2571	0.1233	0.4795	0.3057
NODE_783_length_305_cov_2.236842_1	COG1111	1.29e-11	0.37	0.06827	0.1845	0.9901
NODE_1399_length_146_cov_4.289855_1	COG2510	1.17e-13	0.5417	0.1857	0.3429	1
NODE_1_length_174676_cov_75.610868_10	COG0655	1.05e-47	0.3384	0.3237	0.9565	1.048
NODE_2_length_162612_cov_78.117187_56	COG0142	4.15e-119	0.4669	0.4814	1.031	1.009
NODE_2_length_162612_cov_78.117187_112	COG1838	2.12e-72	0.4757	0.4783	1.005	1.011
NODE_2_length_162612_cov_78.117187_157	COG0338	1.54e-73	0.4106	0.4526	1.102	1
NODE_3_length_156794_cov_85.676493_80	COG2892	6.8e-18	0.3733	0.3415	0.9146	0.974
NODE_3_length_156794_cov_85.676493_96	COG4002	9.5e-76	0.428	0.3945	0.9219	1.017
NODE_3_length_156794_cov_85.676493_175	COG0822	1.09e-50	0.5252	0.4867	0.9267	1.112
NODE_5_length_138743_cov_15.678321_88	COG0489	1.93e-75	0.4	0.3547	0.8868	0.8484
NODE_5_length_138743_cov_15.678321_130	COG1585	2.54e-14	0.2879	0.2714	0.9429	0.88
NODE_5_length_138743_cov_15.678321_139	COG1909	1.95e-40	0.3827	0.3713	0.9701	0.9643
NODE_6_length_125980_cov_87.281550_14	COG1237	5.5e-53	0.278	0.278	1	1.194
NODE_8_length_112668_cov_91.537734_8	COG0179	4.91e-107	0.5505	0.4511	0.8195	0.8321
NODE_8_length_112668_cov_91.537734_73	COG4802	1.06e-31	0.4762	0.4545	0.9545	0.5966
NODE_9_length_111157_cov_16.817258_28	COG1460	1.69e-23	0.375	0.3421	0.9123	0.9811
NODE_9_length_111157_cov_16.817258_38	COG1109	2.3e-52	0.2914	0.2845	0.9763	1.025
NODE_9_length_111157_cov_16.817258_63	COG0309	1.44e-118	0.4258	0.4484	1.053	1.023
NODE_11_length_105680_cov_79.303012_26	COG0552	2.55e-114	0.4402	0.4441	1.009	0.8956
NODE_13_length_68512_cov_85.489369_62	COG0531	4.95e-39	0.3544	0.3133	0.8841	1.01
NODE_15_length_61306_cov_84.763935_14	COG1878	3.56e-41	0.3274	0.3394	1.037	1.004
NODE_15_length_61306_cov_84.763935_48	COG0178	0	0.6769	0.6834	1.01	0.9752
NODE_16_length_61116_cov_84.262029_19	COG0663	2.79e-68	0.5232	0.4489	0.858	0.9679
NODE_17_length_60787_cov_93.076972_17	COG0750	4.51e-36	0.2641	0.2987	1.131	0.9883
NODE_21_length_49183_cov_77.902150_13	COG0602	3.48e-46	0.2938	0.2925	0.9953	1.005
NODE_30_length_38810_cov_89.773191_10	COG0791	3.39e-22	0.3952	0.2487	0.6294	0.4844
NODE_35_length_35877_cov_118.067291_28	COG0096	3.09e-58	0.542	0.5379	0.9924	0.9924
NODE_37_length_34206_cov_14.013595_34	COG0760	1.28e-20	0.4647	0.1438	0.3094	1.053
NODE_38_length_32562_cov_74.891242_27	COG4992	1.56e-127	0.3892	0.3911	1.005	1.028
NODE_41_length_31138_cov_100.698754_6	COG0358	1.58e-119	0.2958	0.3099	1.048	0.9196
NODE_42_length_30616_cov_80.419660_7	COG0566	1.04e-63	0.3308	0.3385	1.023	0.9888
NODE_42_length_30616_cov_80.419660_9	COG2885	2.48e-35	0.3684	0.2211	0.6	0.1608
NODE_42_length_30616_cov_80.419660_13	COG1703	1.75e-133	0.4627	0.4613	0.9969	0.8656
NODE_53_length_28243_cov_80.347582_5	COG0399	4.26e-12	0.2191	0.123	0.5615	0.6562
NODE_59_length_25699_cov_33.101163_7	COG1353	5.49e-136	0.3107	0.3329	1.071	1.055
NODE_69_length_24033_cov_113.446443_16	COG0737	4.6e-59	0.2615	0.2631	1.006	0.8667
NODE_74_length_23217_cov_90.457260_8	COG0085	8.84e-152	0.3114	0.1519	0.4877	1.04
NODE_79_length_21609_cov_73.352870_14	COG1660	7.12e-29	0.3557	0.1853	0.521	0.3143
NODE_92_length_18148_cov_93.895191_7	COG0863	2.4e-42	0.2473	0.2318	0.9371	0.9626
NODE_113_length_15166_cov_86.275366_13	COG1060	1.55e-85	0.2775	0.273	0.9838	1.008
NODE_115_length_15064_cov_86.557283_1	COG0497	9.11e-137	0.3584	0.3429	0.9569	1.008
NODE_121_length_13568_cov_75.575421_10	COG3324	3.76e-26	0.3279	0.315	0.9606	1.017
NODE_138_length_11390_cov_83.137806_6	COG0295	1.07e-37	0.4029	0.4179	1.037	0.8528
NODE_160_length_9094_cov_80.093823_7	COG1309	1.54e-19	0.25	0.194	0.7761	0.7959
NODE_245_length_4379_cov_5.281729_1	COG1373	2.1e-22	0.2235	0.2387	1.068	1.014
NODE_1051_length_227_cov_43.193333_1	COG1243	1.9e-14	0.5854	0.0466	0.07961	0.9535
NODE_1_length_174676_cov_75.610868_63	COG0746	3.84e-47	0.3166	0.3281	1.036	0.9851
NODE_1_length_174676_cov_75.610868_111	COG0431	5.68e-46	0.3315	0.3261	0.9837	0.9577
NODE_1_length_174676_cov_75.610868_163	COG0499	0	0.5786	0.5786	1	1.005
NODE_3_length_156794_cov_85.676493_130	COG1872	1.92e-24	0.35	0.3431	0.9804	1
NODE_4_length_156707_cov_15.332159_34	COG0113	3.73e-172	0.6254	0.5667	0.9061	0.9901
NODE_4_length_156707_cov_15.332159_94	COG0008	2.31e-141	0.3561	0.3644	1.023	0.8625
NODE_5_length_138743_cov_15.678321_25	COG1500	2.61e-94	0.5261	0.5171	0.9829	0.9914
