Query	Subject	Evalue	PID	Subject_Pid	Coverage	Query_coverage
DHVB01000090.1_15	COG1781	5.99e-45	0.44	0.4314	0.9804	0.9804
DHVB01000090.1_16	COG0540	2.99e-146	0.4984	0.4873	0.9778	1.016
DHVB01000090.1_17	COG0545	3.72e-74	0.4208	0.4146	0.9854	0.867
DHVB01000090.1_18	COG0300	6.82e-59	0.293	0.3019	1.03	0.9715
DHVB01000090.1_20	COG4185	2.07e-58	0.4386	0.4011	0.9144	0.9048
DHVB01000090.1_21	COG2996	2.5e-57	0.3688	0.3136	0.8502	0.8299
DHVB01000090.1_26	COG3250	8.42e-158	0.3092	0.3329	1.077	0.8078
DHVB01000090.1_27	COG1283	5.04e-51	0.4352	0.1576	0.3621	0.9415
DHVB01000090.1_28	COG1283	5e-42	0.2026	0.1482	0.7317	0.9824
DHVB01000090.1_29	COG1283	9.75e-109	0.2816	0.2927	1.039	0.9771
DHVB01000073.1_7	COG0846	5.05e-78	0.4135	0.392	0.948	1.039
DHVB01000073.1_8	COG1912	8.33e-47	0.2943	0.291	0.9888	1.008
DHVB01000073.1_9	COG4946	4.25e-70	0.2795	0.2695	0.9641	0.6013
DHVB01000017.1_5	COG0463	1.29e-28	0.2399	0.244	1.017	0.9164
DHVB01000017.1_6	COG2244	5.33e-21	0.2286	0.1896	0.8292	0.8274
DHVB01000017.1_7	COG0480	0	0.3459	0.3544	1.024	0.9958
DHVB01000017.1_9	COG1595	1.67e-34	0.2874	0.2747	0.956	0.9886
DHVB01000009.1_2	COG0501	2.16e-30	0.2241	0.2219	0.9901	0.7257
DHVB01000009.1_3	COG1106	1.4e-16	0.2131	0.2372	1.113	0.9494
DHVB01000009.1_5	COG1195	4.3e-91	0.327	0.3333	1.019	1.003
DHVB01000009.1_8	COG1011	1.43e-25	0.2326	0.2183	0.9389	1.039
DHVB01000009.1_10	COG0261	3.73e-37	0.4563	0.4563	1	0.9904
DHVB01000009.1_11	COG0211	1.23e-50	0.759	0.7241	0.954	0.4486
DHVB01000009.1_14	COG1028	7.03e-76	0.4643	0.4661	1.004	1.012
DHVB01000009.1_16	COG0673	9.98e-16	0.2597	0.117	0.4503	0.3821
DHVB01000009.1_17	COG0664	7.26e-32	0.2673	0.2523	0.9439	0.9182
DHVB01000009.1_18	COG1765	1.66e-20	0.2951	0.2628	0.8905	0.8299
DHVB01000052.1_1	COG0566	3.17e-38	0.351	0.2038	0.5808	0.9264
DHVB01000056.1_1	COG0770	1.12e-105	0.3482	0.3282	0.9424	0.9861
DHVB01000056.1_2	COG1262	1.82e-18	0.2101	0.2261	1.076	0.5121
DHVB01000056.1_6	COG0245	8.05e-77	0.5513	0.5409	0.9811	0.9811
DHVB01000056.1_8	COG2987	0	0.3777	0.4046	1.071	0.8957
DHVB01000056.1_11	COG2374	7.42e-12	0.2704	0.05388	0.1992	0.248
DHVB01000056.1_13	COG1579	3.83e-23	0.2687	0.2552	0.9498	0.8937
DHVB01000056.1_14	COG0327	2.33e-58	0.2155	0.312	1.448	0.9918
DHVB01000056.1_15	COG0789	2.67e-15	0.1982	0.1774	0.8952	0.9911
DHVB01000056.1_16	COG0215	0	0.4622	0.4871	1.054	1
DHVB01000056.1_17	COG1785	2.01e-80	0.3097	0.2988	0.9647	0.9667
DHVB01000056.1_18	COG0115	2.91e-71	0.343	0.3732	1.088	0.9062
DHVB01000056.1_19	COG0451	4.63e-74	0.3374	0.3503	1.038	0.9819
DHVB01000056.1_20	COG1418	6.8e-56	0.4395	0.4414	1.005	0.4339
DHVB01000056.1_23	COG0739	1.19e-22	0.3006	0.1769	0.5884	0.2885
DHVB01000056.1_27	COG0612	1.09e-67	0.2739	0.2808	1.025	0.4807
DHVB01000014.1_3	COG4731	1.15e-12	0.2734	0.2161	0.7901	0.8258
DHVB01000014.1_4	COG0845	4.55e-41	0.2289	0.2043	0.8925	0.9679
DHVB01000014.1_5	COG0841	1.33e-174	0.2404	0.2468	1.027	1.001
DHVB01000014.1_6	COG1538	1.23e-20	0.1663	0.1597	0.9606	0.9627
DHVB01000014.1_9	COG1078	4.37e-80	0.3301	0.3183	0.9644	0.9927
DHVB01000014.1_10	COG1044	1.42e-104	0.3835	0.3846	1.003	0.9883
DHVB01000014.1_11	COG1086	0	0.3795	0.3912	1.031	0.965
DHVB01000014.1_12	COG1597	4.29e-69	0.3148	0.3189	1.013	0.9807
DHVB01000058.1_2	COG4422	5.24e-99	0.4859	0.484	0.996	0.992
DHVB01000058.1_4	COG4096	6.69e-116	0.3557	0.2423	0.6811	0.7155
DHVB01000058.1_11	COG3537	0	0.323	0.3125	0.9674	0.74
DHVB01000058.1_12	COG2003	3.49e-73	0.3822	0.3839	1.004	0.9783
DHVB01000058.1_13	COG0268	2.41e-11	0.4138	0.4091	0.9886	1.024
DHVB01000058.1_14	COG0459	0	0.4649	0.4809	1.034	0.9927
DHVB01000058.1_15	COG0234	6.62e-32	0.4783	0.4583	0.9583	0.9892
DHVB01000058.1_16	COG0148	0	0.6415	0.643	1.002	0.986
DHVB01000058.1_17	COG0203	8.79e-53	0.569	0.569	1	0.5771
DHVB01000058.1_18	COG0202	6.19e-98	0.3956	0.3943	0.9968	0.9547
DHVB01000058.1_19	COG0522	1.31e-80	0.5146	0.5171	1.005	1.015
DHVB01000058.1_20	COG0100	5.92e-54	0.5891	0.5891	1	0.9923
DHVB01000058.1_21	COG0099	2.73e-51	0.5804	0.5372	0.9256	0.918
DHVB01000058.1_23	COG0361	5.6e-39	0.7083	0.68	0.96	0.9863
DHVB01000058.1_24	COG0024	6.18e-107	0.524	0.5137	0.9804	0.9579
DHVB01000058.1_25	COG0201	2.76e-134	0.4465	0.4495	1.007	0.9887
DHVB01000058.1_26	COG0200	4.19e-36	0.5166	0.5132	0.9934	1.013
DHVB01000058.1_27	COG1841	5.15e-17	0.4546	0.4546	1	0.9167
DHVB01000058.1_28	COG0098	1.14e-57	0.5349	0.5083	0.9503	0.9942
DHVB01000058.1_29	COG0256	2.38e-39	0.4667	0.448	0.96	1
DHVB01000058.1_30	COG0097	4.02e-72	0.5	0.5169	1.034	0.9946
DHVB01000058.1_31	COG0096	3.09e-58	0.542	0.5379	0.9924	0.9924
DHVB01000058.1_32	COG0199	4.84e-21	0.5614	0.5246	0.9344	0.6333
DHVB01000058.1_33	COG0094	1.45e-91	0.581	0.5778	0.9944	0.9521
DHVB01000058.1_34	COG0198	8.33e-31	0.5673	0.5673	1	0.9541
DHVB01000058.1_35	COG0093	8.7e-73	0.7377	0.7377	1	0.9919
DHVB01000058.1_36	COG0186	1.49e-30	0.5294	0.5172	0.977	0.9884
DHVB01000058.1_38	COG0197	1.79e-67	0.6087	0.5753	0.9452	0.9718
DHVB01000058.1_39	COG0092	8.2e-87	0.4741	0.4721	0.9957	0.9667
DHVB01000058.1_40	COG0091	7.92e-34	0.456	0.475	1.042	0.8803
DHVB01000058.1_41	COG0185	4.44e-48	0.6477	0.6129	0.9462	0.9888
DHVB01000058.1_42	COG0090	6.44e-137	0.5782	0.5782	1	1
DHVB01000058.1_43	COG0089	2.88e-26	0.4506	0.4362	0.9681	0.9381
DHVB01000058.1_44	COG0088	2.05e-53	0.415	0.3879	0.9346	0.9569
DHVB01000058.1_45	COG0087	3.08e-95	0.5024	0.4862	0.9679	0.986
DHVB01000058.1_46	COG0051	1.46e-47	0.5644	0.5481	0.9712	0.9806
DHVB01000058.1_47	COG0480	0	0.5708	0.5725	1.003	0.9957
DHVB01000058.1_48	COG0049	7.06e-65	0.4768	0.4865	1.02	0.9497
DHVB01000058.1_49	COG0048	2.27e-73	0.7797	0.7132	0.9147	0.8676
DHVB01000058.1_51	COG0792	9.43e-34	0.4569	0.4649	1.018	0.9748
DHVB01000058.1_59	COG0163	6.16e-84	0.4869	0.4869	1	0.9745
DHVB01000058.1_61	COG0438	4.16e-16	0.187	0.189	1.01	1.177
DHVB01000058.1_62	COG3250	7.09e-87	0.1935	0.1634	0.8441	0.793
DHVB01000058.1_63	COG3525	4.9e-126	0.3403	0.2445	0.7186	0.9759
DHVB01000047.1_1	COG0525	0	0.4635	0.4709	1.016	1.015
DHVB01000047.1_2	COG3177	9.62e-61	0.273	0.2816	1.032	0.9782
DHVB01000047.1_3	COG2109	9.96e-70	0.4483	0.3939	0.8788	0.9721
DHVB01000047.1_4	COG0563	2.23e-48	0.3838	0.3989	1.039	0.4731
DHVB01000047.1_5	COG0634	8.42e-54	0.3929	0.3708	0.9438	0.9282
DHVB01000047.1_6	COG0041	3.52e-69	0.5617	0.5617	1	0.9586
DHVB01000047.1_11	COG0608	3.9e-128	0.393	0.389	0.9898	0.8482
DHVB01000062.1_1	COG4096	1.79e-148	0.3089	0.2937	0.9509	1.036
DHVB01000062.1_2	COG0286	6.99e-62	0.2644	0.2822	1.067	0.7311
DHVB01000062.1_6	COG1131	4.68e-54	0.3096	0.2526	0.8157	1.053
DHVB01000062.1_7	COG1404	4.25e-35	0.2895	0.2126	0.7343	0.5712
DHVB01000062.1_10	COG1404	7.46e-36	0.3323	0.2087	0.628	0.3306
DHVB01000062.1_14	COG0285	1.58e-120	0.3601	0.3466	0.9625	0.9492
DHVB01000062.1_15	COG1680	4.13e-26	0.2097	0.2436	1.162	0.4627
DHVB01000062.1_17	COG0224	4.27e-95	0.4433	0.4495	1.014	0.9966
DHVB01000062.1_18	COG0056	0	0.6152	0.6409	1.042	0.9962
DHVB01000062.1_19	COG0712	6.63e-37	0.2727	0.2697	0.9888	0.9724
DHVB01000062.1_20	COG0711	9.43e-22	0.375	0.3168	0.8447	0.8242
DHVB01000062.1_22	COG0356	1.09e-27	0.2789	0.2845	1.02	0.6953
DHVB01000062.1_25	COG1664	3.37e-25	0.3796	0.2808	0.7397	0.8852
DHVB01000062.1_26	COG0102	7.15e-74	0.5586	0.5473	0.9797	0.9539
DHVB01000062.1_27	COG0103	3.33e-58	0.5078	0.5	0.9846	0.9922
DHVB01000062.1_28	COG0052	1.09e-112	0.502	0.504	1.004	0.849
DHVB01000062.1_29	COG0264	9.09e-91	0.4036	0.375	0.9291	0.9964
DHVB01000062.1_30	COG0621	1.38e-174	0.4422	0.4462	1.009	0.9265
DHVB01000062.1_34	COG0622	9.84e-23	0.3106	0.2907	0.936	0.9471
DHVB01000062.1_35	COG0566	2.06e-58	0.3185	0.3038	0.9538	0.9612
DHVB01000062.1_37	COG1154	0	0.4862	0.4785	0.9841	0.9717
DHVB01000062.1_38	COG2885	1.05e-34	0.4194	0.2737	0.6526	0.1411
DHVB01000062.1_39	COG0358	1.58e-119	0.2958	0.3099	1.048	0.9196
DHVB01000062.1_42	COG0086	0	0.4402	0.474	1.077	0.6071
DHVB01000062.1_43	COG0085	0	0.4474	0.5415	1.21	1.013
DHVB01000062.1_44	COG0222	2.2e-27	0.5317	0.5403	1.016	0.9921
DHVB01000062.1_45	COG0244	6.34e-24	0.3506	0.3486	0.9943	1.006
DHVB01000062.1_46	COG0081	8.01e-99	0.5154	0.5132	0.9956	0.9827
DHVB01000062.1_47	COG0080	9.9e-70	0.5643	0.5603	0.9929	0.9459
DHVB01000062.1_48	COG0250	4.3e-46	0.4432	0.4382	0.9888	0.967
DHVB01000062.1_49	COG0050	0	0.757	0.7589	1.003	0.9975
DHVB01000062.1_51	COG4974	2.77e-98	0.3776	0.37	0.98	0.9932
DHVB01000062.1_53	COG1109	1.67e-112	0.3304	0.3276	0.9914	0.9935
DHVB01000062.1_54	COG0322	0	0.4136	0.4286	1.036	0.9983
DHVB01000062.1_57	COG5496	3.12e-35	0.3607	0.3385	0.9385	0.9683
DHVB01000062.1_58	COG1051	1.06e-12	0.3214	0.2483	0.7724	0.5333
DHVB01000062.1_59	COG0461	6.41e-63	0.3793	0.3831	1.01	0.9486
DHVB01000083.1_2	COG0367	2.7e-103	0.2971	0.3026	1.018	0.9293
DHVB01000083.1_3	COG0463	2.25e-12	0.1531	0.1546	1.01	0.9046
DHVB01000083.1_5	COG0304	6.43e-97	0.3318	0.3447	1.039	1.005
DHVB01000083.1_7	COG0535	3.08e-36	0.263	0.2623	0.9971	0.9251
DHVB01000083.1_8	COG1028	9.56e-33	0.248	0.247	0.996	0.9579
DHVB01000083.1_9	COG0110	1.59e-12	0.245	0.1947	0.7947	0.7704
DHVB01000083.1_10	COG0399	9.3e-108	0.3306	0.3289	0.9947	1.016
DHVB01000083.1_11	COG1134	4.47e-83	0.4766	0.4096	0.8594	0.5258
DHVB01000083.1_12	COG1682	1.88e-36	0.2863	0.2852	0.9962	0.9632
DHVB01000083.1_13	COG0451	9.93e-84	0.3117	0.3217	1.032	1.019
DHVB01000083.1_14	COG0498	1e-42	0.2511	0.2676	1.066	1
DHVB01000083.1_15	COG0156	1.23e-109	0.3325	0.3299	0.9923	0.9145
DHVB01000083.1_16	COG0247	1.82e-37	0.2274	0.2268	0.9974	0.6355
DHVB01000083.1_18	COG1148	6.71e-83	0.3268	0.2138	0.6543	1.19
DHVB01000083.1_19	COG2048	3.18e-37	0.2751	0.2901	1.055	0.8631
DHVB01000083.1_20	COG1150	2.3e-22	0.299	0.1487	0.4974	0.4093
DHVB01000083.1_21	COG0612	1.21e-45	0.2625	0.2511	0.9566	0.9836
DHVB01000083.1_22	COG0612	4.94e-75	0.2874	0.2717	0.9452	0.9976
DHVB01000083.1_27	COG0359	1.31e-42	0.3893	0.3919	1.007	0.9933
DHVB01000083.1_28	COG0238	1.79e-26	0.6032	0.5067	0.84	0.7159
DHVB01000083.1_29	COG0360	3.65e-28	0.3772	0.3839	1.018	0.912
DHVB01000083.1_32	COG0566	4.93e-64	0.3296	0.3385	1.027	0.9926
DHVB01000083.1_34	COG2885	2.48e-35	0.3684	0.2211	0.6	0.1608
DHVB01000083.1_37	COG3291	1.74e-26	0.2718	0.2727	1.003	0.2033
DHVB01000083.1_38	COG0451	2.69e-47	0.2393	0.2484	1.038	1.016
DHVB01000083.1_39	COG1703	1.75e-133	0.4627	0.4613	0.9969	0.8656
DHVB01000083.1_40	COG3760	7.51e-23	0.2595	0.25	0.9634	0.9405
DHVB01000083.1_41	COG0739	2.56e-36	0.421	0.2022	0.4801	0.4105
DHVB01000033.1_2	COG0606	0	0.5241	0.5327	1.016	0.9708
DHVB01000033.1_5	COG1373	1.21e-70	0.2801	0.2864	1.023	1.005
DHVB01000033.1_7	COG2184	2.03e-33	0.3816	0.2886	0.7562	0.7488
DHVB01000033.1_8	COG1373	4.08e-30	0.2466	0.2764	1.121	0.9675
DHVB01000033.1_15	COG1368	1.75e-35	0.2004	0.1615	0.8062	0.8099
DHVB01000033.1_16	COG2885	1.38e-39	0.3656	0.3579	0.9789	0.3654
DHVB01000033.1_18	COG3176	7.84e-12	0.2177	0.1096	0.5034	0.5231
DHVB01000033.1_19	COG2001	4.46e-27	0.2889	0.2671	0.9247	0.8766
DHVB01000033.1_20	COG0275	9.65e-116	0.4416	0.4331	0.9809	1.03
DHVB01000033.1_22	COG0768	5.15e-105	0.3074	0.3105	1.01	0.8618
DHVB01000033.1_23	COG0769	5.61e-165	0.4138	0.4042	0.9768	0.9547
DHVB01000033.1_24	COG0472	3.84e-60	0.3417	0.4263	1.248	0.9614
DHVB01000033.1_25	COG0771	1.77e-138	0.3511	0.3527	1.004	1
DHVB01000033.1_26	COG0772	2.17e-76	0.3517	0.336	0.9554	0.8545
DHVB01000033.1_27	COG0707	4.24e-94	0.3618	0.3557	0.9832	0.9538
DHVB01000033.1_28	COG0773	2.52e-128	0.3543	0.3442	0.9717	0.9696
DHVB01000033.1_30	COG0849	2.89e-110	0.3622	0.3301	0.9115	0.8679
DHVB01000033.1_31	COG0206	4.57e-89	0.4849	0.429	0.8846	0.6986
DHVB01000033.1_32	COG1610	2.51e-37	0.443	0.4459	1.007	0.9868
DHVB01000022.1_1	COG0776	2.16e-31	0.4889	0.4681	0.9574	0.9677
DHVB01000060.1_1	COG4995	4.98e-12	0.2129	0.1262	0.5929	0.2776
DHVB01000060.1_3	COG1322	8.86e-98	0.3235	0.317	0.9799	0.991
DHVB01000060.1_4	COG4187	0	0.3659	0.3653	0.9982	0.9982
DHVB01000071.1_2	COG4974	5.02e-16	0.3217	0.1533	0.4767	0.4157
DHVB01000071.1_3	COG0436	2.02e-33	0.2425	0.2672	1.102	0.9908
DHVB01000071.1_6	COG1109	8.84e-123	0.3441	0.3448	1.002	1.022
DHVB01000071.1_7	COG0863	7.32e-19	0.2143	0.2285	1.066	0.9122
DHVB01000071.1_10	COG0493	1.34e-165	0.4349	0.4311	0.9912	0.9721
DHVB01000071.1_11	COG0543	2.19e-61	0.3561	0.373	1.048	0.9103
DHVB01000071.1_14	COG1200	0	0.463	0.4623	0.9985	0.9616
DHVB01000071.1_16	COG1136	4.37e-119	0.5575	0.5575	1	0.9576
DHVB01000071.1_17	COG2096	7.93e-66	0.456	0.4511	0.9891	0.9945
DHVB01000075.1_2	COG1979	0	0.564	0.5625	0.9974	0.9922
DHVB01000075.1_3	COG0682	5.29e-58	0.3492	0.3589	1.028	0.9966
DHVB01000075.1_4	COG0779	5.25e-13	0.2362	0.1961	0.8301	0.8301
DHVB01000075.1_5	COG0195	8.25e-51	0.4485	0.4579	1.021	0.4697
DHVB01000075.1_6	COG0532	0	0.574	0.5717	0.9961	0.5121
DHVB01000075.1_7	COG0042	6.22e-110	0.4056	0.4056	1	0.9444
DHVB01000075.1_8	COG0697	3.51e-17	0.2799	0.2808	1.003	0.9865
DHVB01000075.1_9	COG0423	0	0.4044	0.4319	1.068	1.162
DHVB01000075.1_11	COG2849	4.1e-24	0.291	0.3087	1.061	0.4053
DHVB01000075.1_14	COG0053	4.87e-72	0.3345	0.3191	0.9539	0.9797
DHVB01000075.1_15	COG1057	5.45e-56	0.3568	0.335	0.9391	0.9686
DHVB01000075.1_16	COG0545	8.47e-39	0.4956	0.278	0.561	0.3433
DHVB01000075.1_17	COG0545	4.75e-30	0.3397	0.2585	0.761	0.5455
DHVB01000075.1_18	COG0545	1.02e-12	0.3273	0.1756	0.5366	0.5612
DHVB01000075.1_19	COG0618	1.95e-58	0.3045	0.2861	0.9398	0.9043
DHVB01000075.1_25	COG3392	6.69e-62	0.3186	0.3273	1.027	0.7775
DHVB01000075.1_26	COG0338	5.49e-13	0.3563	0.1131	0.3175	0.4439
DHVB01000002.1_3	COG0436	4.9e-153	0.4332	0.4453	1.028	1.015
DHVB01000002.1_4	COG3292	5.27e-23	0.1934	0.1386	0.7168	0.3233
DHVB01000002.1_5	COG0101	1.07e-84	0.4033	0.3684	0.9135	1.008
DHVB01000002.1_6	COG0283	1.55e-91	0.4561	0.4685	1.027	0.987
DHVB01000002.1_7	COG0761	2.55e-68	0.3219	0.3197	0.9932	1.021
DHVB01000002.1_14	COG4637	1.99e-64	0.2715	0.2708	0.9973	1.045
DHVB01000002.1_15	COG1283	4.47e-107	0.3111	0.3152	1.013	0.777
DHVB01000002.1_16	COG1216	1.19e-51	0.2879	0.3049	1.059	0.4969
DHVB01000002.1_17	COG1670	1.61e-21	0.2514	0.2353	0.9358	0.9669
DHVB01000002.1_21	COG0270	4.15e-86	0.3722	0.3994	1.073	0.8585
DHVB01000041.1_1	COG2884	2.15e-79	0.4019	0.3857	0.9596	0.9145
DHVB01000041.1_2	COG1729	7.06e-12	0.2891	0.1412	0.4885	0.1214
DHVB01000041.1_4	COG0187	0	0.6192	0.6299	1.017	0.9656
DHVB01000041.1_7	COG0265	1.67e-93	0.4106	0.4035	0.9827	0.7002
DHVB01000041.1_10	COG0441	0	0.4959	0.5127	1.034	0.9413
DHVB01000041.1_11	COG0290	9.34e-50	0.488	0.3466	0.7102	0.969
DHVB01000041.1_12	COG0291	7.86e-17	0.6349	0.6154	0.9692	0.9545
DHVB01000041.1_13	COG0292	4.31e-46	0.5614	0.5424	0.9661	0.9913
DHVB01000041.1_15	COG4704	1.4e-15	0.329	0.1656	0.5033	0.9383
DHVB01000041.1_16	COG0778	7.75e-25	0.3152	0.2802	0.8889	0.9735
DHVB01000041.1_17	COG1463	7.24e-24	0.2092	0.1894	0.9053	0.7035
DHVB01000041.1_18	COG0860	1.39e-55	0.3509	0.3463	0.987	0.563
DHVB01000041.1_19	COG1452	1.52e-13	0.203	0.08546	0.4209	0.3815
DHVB01000005.1_1	COG3512	5.63e-31	0.4396	0.3448	0.7845	0.8198
DHVB01000005.1_2	COG1518	1.05e-48	0.2659	0.2171	0.8165	0.8423
DHVB01000005.1_3	COG3513	3.49e-48	0.2224	0.2408	1.083	0.8261
DHVB01000005.1_4	COG1807	3.11e-35	0.2507	0.1738	0.6935	0.748
DHVB01000005.1_5	COG0463	6.64e-30	0.2895	0.2268	0.7835	0.9194
DHVB01000005.1_6	COG1190	0	0.5474	0.5518	1.008	0.8769
DHVB01000005.1_8	COG1757	2.13e-31	0.2765	0.1938	0.701	0.8995
DHVB01000034.1_1	COG5421	1.17e-16	0.2361	0.1854	0.7854	0.732
DHVB01000034.1_2	COG3643	4.63e-108	0.4	0.4371	1.093	0.583
DHVB01000034.1_6	COG0737	4.67e-60	0.2635	0.265	1.006	0.8667
DHVB01000084.1_3	COG3858	1.45e-24	0.253	0.1513	0.5981	0.2198
DHVB01000084.1_6	COG0338	9.01e-54	0.2626	0.2664	1.015	1
DHVB01000069.1_6	COG3104	6.82e-25	0.2257	0.2008	0.8896	0.9172
DHVB01000069.1_7	COG0178	0	0.5658	0.5701	1.007	1
DHVB01000069.1_9	COG0472	7.68e-32	0.2711	0.2821	1.041	0.9405
DHVB01000069.1_10	COG0489	4.84e-29	0.331	0.1811	0.5472	0.1775
DHVB01000069.1_11	COG1596	6.8e-16	0.253	0.1757	0.6946	0.6336
DHVB01000069.1_13	COG2885	1.37e-15	0.2759	0.1684	0.6105	0.3906
DHVB01000069.1_14	COG0335	2.95e-40	0.549	0.487	0.887	0.8793
DHVB01000044.1_1	COG2226	5.66e-24	0.3139	0.1807	0.5756	0.6749
DHVB01000044.1_2	COG2197	1.13e-25	0.2783	0.2796	1.005	1.082
DHVB01000044.1_4	COG1230	5.7e-99	0.391	0.3818	0.9764	0.8627
DHVB01000044.1_5	COG3315	1.6e-44	0.236	0.2121	0.899	0.9604
DHVB01000044.1_7	COG0716	7.02e-34	0.355	0.3974	1.119	1.006
DHVB01000044.1_10	COG0534	1.41e-72	0.2809	0.2593	0.9231	0.979
DHVB01000044.1_12	COG1427	7.82e-33	0.2602	0.254	0.9762	0.984
DHVB01000044.1_13	COG2877	2.24e-128	0.535	0.466	0.871	0.9101
DHVB01000044.1_14	COG0277	6.83e-85	0.2849	0.3246	1.139	0.5381
DHVB01000044.1_19	COG1136	2.38e-101	0.4888	0.4823	0.9867	1.018
DHVB01000044.1_20	COG0305	8.07e-178	0.5011	0.5103	1.018	0.8686
DHVB01000044.1_21	COG0688	1.45e-42	0.2563	0.2552	0.9958	0.8848
DHVB01000044.1_22	COG0193	1.72e-67	0.4381	0.4474	1.021	1.032
DHVB01000044.1_23	COG1825	7.43e-19	0.3333	0.3226	0.9677	0.4
DHVB01000044.1_24	COG0456	1.7e-11	0.227	0.1808	0.7966	0.9156
DHVB01000044.1_25	COG1752	1.56e-50	0.2918	0.268	0.9183	1.115
DHVB01000044.1_26	COG0038	1.85e-64	0.3214	0.3251	1.011	0.7555
DHVB01000044.1_28	COG0520	0	0.4889	0.4889	1	0.9463
DHVB01000044.1_31	COG0446	2.5e-67	0.3159	0.3349	1.06	0.7788
DHVB01000044.1_32	COG3616	6.71e-33	0.2229	0.212	0.9511	0.9887
DHVB01000044.1_36	COG2309	3.09e-53	0.257	0.2156	0.839	0.9969
DHVB01000044.1_37	COG1629	2.57e-30	0.1699	0.1706	1.004	0.9357
DHVB01000044.1_38	COG2148	1.93e-70	0.4365	0.3805	0.8717	1.005
DHVB01000044.1_39	COG0399	1.38e-134	0.3731	0.4011	1.075	0.9901
DHVB01000044.1_40	COG2715	1.73e-76	0.4953	0.5146	1.039	0.5207
DHVB01000044.1_41	COG0863	2.4e-42	0.2473	0.2318	0.9371	0.9626
DHVB01000044.1_43	COG0338	2.22e-78	0.4034	0.4343	1.077	0.9547
DHVB01000044.1_44	COG1058	5.25e-78	0.3413	0.3373	0.9882	0.6102
DHVB01000044.1_45	COG3176	5.63e-14	0.2308	0.1438	0.6233	0.3138
DHVB01000044.1_46	COG1234	1.37e-78	0.3477	0.3596	1.034	0.9934
DHVB01000044.1_47	COG1404	5.77e-21	0.2537	0.1673	0.6594	0.4461
DHVB01000044.1_48	COG4826	3.06e-84	0.3436	0.3537	1.029	1.017
DHVB01000044.1_49	COG0543	4.38e-48	0.2776	0.2897	1.044	1.023
DHVB01000044.1_50	COG0167	1.23e-95	0.3851	0.3839	0.9968	1.016
DHVB01000044.1_54	COG2849	1.19e-22	0.3512	0.2	0.5696	0.8239
DHVB01000044.1_56	COG1629	2.55e-24	0.1752	0.1289	0.7357	0.6299
DHVB01000044.1_57	COG0642	3.59e-43	0.368	0.253	0.6875	0.4046
DHVB01000044.1_58	COG0745	9.51e-79	0.387	0.3886	1.004	1
DHVB01000044.1_60	COG1803	1.14e-63	0.4967	0.5282	1.063	0.9557
DHVB01000044.1_61	COG0300	1.35e-55	0.2992	0.2981	0.9962	0.9778
DHVB01000044.1_62	COG0289	1.9e-53	0.2809	0.282	1.004	1.117
DHVB01000044.1_63	COG0681	9.93e-13	0.3649	0.1626	0.4458	0.137
DHVB01000044.1_68	COG1477	4.71e-91	0.3235	0.3264	1.009	1.024
DHVB01000044.1_75	COG4260	1.91e-73	0.3357	0.2783	0.829	0.7526
DHVB01000044.1_77	COG3279	1.36e-43	0.3347	0.3238	0.9672	0.9916
DHVB01000044.1_78	COG3275	1.05e-14	0.3333	0.06463	0.1939	0.3176
DHVB01000044.1_79	COG4775	2.4e-13	0.2017	0.158	0.7833	1.073
DHVB01000044.1_81	COG0063	1.24e-85	0.3864	0.3592	0.9296	0.4112
DHVB01000044.1_82	COG3104	9.63e-65	0.2534	0.261	1.03	1.014
DHVB01000043.1_2	COG3169	6.39e-34	0.517	0.5259	1.017	0.9672
DHVB01000043.1_4	COG0438	1.47e-31	0.2093	0.2126	1.016	1.035
DHVB01000043.1_5	COG0859	2.67e-21	0.221	0.1826	0.8263	0.7562
DHVB01000043.1_6	COG0519	0	0.6478	0.654	1.01	0.6235
DHVB01000039.1_5	COG0514	1.89e-138	0.464	0.2729	0.5881	0.5456
DHVB01000039.1_6	COG0516	4.65e-44	0.2922	0.3765	1.288	0.4442
DHVB01000039.1_7	COG0760	1.15e-12	0.2615	0.1594	0.6094	0.2991
DHVB01000039.1_9	COG0760	5.64e-17	0.2172	0.1969	0.9062	0.6488
DHVB01000039.1_10	COG0652	2.01e-26	0.5818	0.2025	0.3481	0.9167
DHVB01000039.1_11	COG1443	1.93e-17	0.2595	0.2216	0.8541	0.4438
DHVB01000039.1_13	COG1262	8.11e-11	0.2256	0.1178	0.5223	0.519
DHVB01000039.1_18	COG1022	5.86e-108	0.2975	0.2887	0.9706	1.1
DHVB01000039.1_20	COG0513	1.35e-133	0.4131	0.3197	0.7739	0.9802
DHVB01000039.1_21	COG4843	1.4e-25	0.3313	0.3073	0.9274	0.8783
DHVB01000039.1_23	COG1764	2.17e-44	0.4462	0.4056	0.9091	0.942
DHVB01000039.1_27	COG3579	3.44e-11	0.2133	0.1374	0.6441	0.6959
DHVB01000039.1_28	COG0602	3.48e-46	0.2938	0.2925	0.9953	1.005
DHVB01000039.1_29	COG2885	5.4e-40	0.4444	0.2737	0.6158	0.1803
DHVB01000039.1_30	COG0534	1.13e-90	0.3072	0.3011	0.9802	0.9389
DHVB01000039.1_31	COG1104	7.38e-179	0.5356	0.5259	0.9819	0.5149
DHVB01000039.1_32	COG0486	4.65e-159	0.3912	0.3921	1.002	0.9913
